posted_id,user_id,tweet_id
207702,57027,1067
207703,56701,1068
207704,57028,1069
207705,57029,1070
207706,57030,1071
207707,57031,1072
207708,57032,1073
207709,57033,1074
207710,57034,1075
207711,57035,1076
207712,57036,1077
207713,57037,1078
207714,57038,1079
207715,57039,1080
207716,57040,1081
207717,57041,1082
207718,57042,1083
207719,57043,1084
207720,57044,1085
207721,57045,1086
207722,57046,1087
207723,56578,1088
207724,57047,1089
207725,57048,1090
207726,57049,1091
207727,57050,1092
207728,57051,1093
207729,57052,1094
207730,57053,1095
207731,57054,1096
207732,57055,1097
207733,57056,1098
207734,57057,1099
207735,57058,1100
207736,57059,1101
207737,57060,1102
207738,56914,1103
207739,57061,1104
207740,57062,1105
207741,57063,1106
207742,57064,1107
207743,57065,1108
207744,57066,1109
207745,57067,1110
207746,57068,1111
207747,57069,1112
207748,57070,1113
207749,57071,1114
207750,57072,1115
207751,57073,1116
207752,57074,1117
207753,57075,1118
207754,57076,1119
207755,57077,1120
207756,57078,1121
207757,57079,1122
207758,56578,1123
207759,57080,1124
207760,57081,1125
207761,57082,1126
207762,57083,1127
207763,57084,1128
207764,57085,1129
207765,57086,1130
207766,57087,1131
207767,57088,1132
207768,57089,1133
207769,57090,1134
207770,57091,1135
207771,57092,1136
207772,57093,1137
207773,57094,1138
207774,57095,1139
207775,57096,1140
207776,57097,1141
207777,57098,1142
207778,57099,1143
207779,57100,1144
207780,57101,1145
207781,57102,1146
207782,57103,1147
207783,57104,1148
207784,57105,1149
207785,57106,1150
207786,57107,1151
207787,57108,1152
207788,57109,1153
207789,57110,1154
207790,57111,1155
207791,57112,1156
207792,57113,1157
207793,57114,1158
207794,57115,1159
207795,57116,1160
207796,57117,1161
207797,57118,1162
207798,57119,1163
207799,57120,1164
207800,57121,1165
207801,57122,1166
207802,57123,1167
207803,57124,1168
207804,57125,1169
207805,57126,1170
207806,57127,1171
207807,57128,1172
207808,57129,1173
207809,57130,1174
207810,57131,1175
207811,57132,1176
207812,57133,1177
207813,57134,1178
207814,57135,1179
207815,57136,1180
207816,57137,1181
207817,57138,1182
207818,57139,1183
207819,57140,1184
207820,57141,1185
207821,57142,1186
207822,57143,1187
207823,57144,1188
207824,57145,1189
207825,57146,1190
207826,57147,1191
207827,57148,1192
207828,57149,1193
207829,57150,1194
207830,57151,1195
207831,57152,1196
207832,57153,1197
207833,57154,1198
207834,57155,1199
207835,57156,1200
207836,57157,1201
207837,57158,1202
207838,57159,1203
207839,57160,1204
207840,56725,1205
207841,57161,1206
207842,57162,1207
207843,57163,1208
207844,57164,1209
207845,57165,1210
207846,57166,1211
207847,57167,1212
207848,57168,1213
207849,57169,1214
207850,57170,1215
207851,57171,1216
207852,57172,1217
207853,57173,1218
207854,57174,1219
207855,57175,1220
207856,57176,1221
207857,57177,1222
207858,57178,1223
207859,57179,1224
207860,57180,1225
207861,57181,1226
207862,57182,1227
207863,57183,1228
207864,57184,1229
207865,57073,1230
207866,57185,1231
207867,57186,1232
207868,57187,1233
207869,57188,1234
207870,57189,1235
207871,57190,1236
207872,57191,1237
207873,57192,1238
207874,57193,1239
207875,57194,1240
207876,57195,1241
207877,57196,1242
207878,57197,1243
207879,57198,1244
207880,57199,1245
207881,57200,1246
207882,57201,1247
207883,57202,1248
207884,57203,1249
207885,57204,1250
207886,57205,1251
207887,57206,1252
207888,57207,1253
207889,57208,1254
207890,57209,1255
207891,56680,1256
207892,57210,1257
207893,57211,1258
207894,57212,1259
207895,57213,1260
207896,57214,1261
207897,57215,1262
207898,57216,1263
207899,57217,1264
207900,57218,1265
207901,57219,1266
207902,57220,1267
207903,57221,1268
207904,57222,1269
207905,57223,1270
207906,57224,1271
207907,57225,1272
207908,57226,1273
207909,57227,1274
207910,57228,1275
207911,57229,1276
207912,57230,1277
207913,57231,1278
207914,57232,1279
207915,57233,1280
207916,57234,1281
207917,57235,1282
207918,57236,1283
207919,57237,1284
207920,57238,1285
207921,57239,1286
207922,57240,1287
207923,57241,1288
207924,57242,1289
207925,57243,1290
207926,57244,1291
207927,57245,1292
207928,57246,1293
207929,57247,1294
207930,57248,1295
207931,57249,1296
207932,57250,1297
207933,57251,1298
207934,57252,1299
207935,57253,1300
207936,57254,1301
207937,57255,1302
207938,57256,1303
207939,57257,1304
207940,57258,1305
207941,57259,1306
207942,57260,1307
207943,57261,1308
207944,57262,1309
207945,57263,1310
207946,57264,1311
207947,57265,1312
207948,56671,1313
207949,57266,1314
207950,57267,1315
207951,57268,1316
207952,57269,1317
207953,57270,1318
207954,57271,1319
207955,57272,1320
207956,57273,1321
207957,57274,1322
207958,57275,1323
207959,57276,1324
207960,57277,1325
207961,57278,1326
207962,57279,1327
207963,57280,1328
207964,57281,1329
207965,57282,1330
207966,57283,1331
207967,57284,1332
207968,57285,1333
207969,57286,1334
207970,57287,1335
207971,57288,1336
207972,57289,1337
207973,57290,1338
207974,57291,1339
207975,57292,1340
207976,57293,1341
207977,57294,1342
207978,57295,1343
207979,57296,1344
207980,57297,1345
207981,57298,1346
207982,57299,1347
207983,57300,1348
207984,57301,1349
207985,57302,1350
207986,57303,1351
207987,57304,1352
207988,57305,1353
207989,57306,1354
207990,57307,1355
207991,57308,1356
207992,57309,1357
207993,57310,1358
207994,57311,1359
207995,57312,1360
207996,57313,1361
207997,57314,1362
207998,57315,1363
207999,57316,1364
208000,57317,1365
208001,57318,1366
208002,57319,1367
208003,57320,1368
208004,57321,1369
208005,57322,1370
208006,57323,1371
208007,57324,1372
208008,57325,1373
208009,57326,1374
208010,57327,1375
208011,57328,1376
208012,57329,1377
208013,57330,1378
208014,57331,1379
208015,57332,1380
208016,57333,1381
208017,57334,1382
208018,57335,1383
208019,57336,1384
208020,57337,1385
208021,57338,1386
208022,57339,1387
208023,57340,1388
208024,57341,1389
208025,57342,1390
208026,57343,1391
208027,57344,1392
208028,57345,1393
208029,57300,1394
208030,57346,1395
208031,57347,1396
208032,57348,1397
208033,57349,1398
208034,57350,1399
208035,57351,1400
208036,57352,1401
208037,57353,1402
208038,57354,1403
208039,57355,1404
208040,57356,1405
208041,57357,1406
208042,57358,1407
208043,57359,1408
208044,57360,1409
208045,57361,1410
208046,57362,1411
208047,57363,1412
208048,57364,1413
208049,57365,1414
208050,57366,1415
208051,57367,1416
208052,57368,1417
208053,57369,1418
208054,57370,1419
208055,57371,1420
208056,57372,1421
208057,57373,1422
208058,57374,1423
208059,57375,1424
208060,57376,1425
208061,57377,1426
208062,57378,1427
208063,57379,1428
208064,57380,1429
208065,57381,1430
208066,57382,1431
208067,57383,1432
208068,57384,1433
208069,57385,1434
208070,57386,1435
208071,57387,1436
208072,57388,1437
208073,57389,1438
208074,57390,1439
208075,57391,1440
208076,57392,1441
208077,57393,1442
208078,57394,1443
208079,57395,1444
208080,57396,1445
208081,57397,1446
208082,57398,1447
208083,57399,1448
208084,57400,1449
208085,57401,1450
208086,57402,1451
208087,57403,1452
208088,57404,1453
208089,57405,1454
208090,57406,1455
208091,57407,1456
208092,57408,1457
208093,57409,1458
208094,57410,1459
208095,57411,1460
208096,57412,1461
208097,57413,1462
208098,57414,1463
208099,57415,1464
208100,57416,1465
208101,57417,1466
208102,57418,1467
208103,57419,1468
208104,57420,1469
208105,57421,1470
208106,57422,1471
208107,57423,1472
208108,57424,1473
208109,57425,1474
208110,57426,1475
208111,57427,1476
208112,57428,1477
208113,57429,1478
208114,57430,1479
208115,57431,1480
208116,57432,1481
208117,57433,1482
208118,57434,1483
208119,57435,1484
208120,57436,1485
208121,57437,1486
208122,57438,1487
208123,57439,1488
208124,57440,1489
208125,57441,1490
208126,57442,1491
208127,57443,1492
208128,57444,1493
208129,57445,1494
208130,57446,1495
208131,57447,1496
208132,57448,1497
208133,57449,1498
208134,57450,1499
208135,57451,1500
208136,57452,1501
208137,57453,1502
208138,57454,1503
208139,57455,1504
208140,57456,1505
208141,57457,1506
208142,57458,1507
208143,57395,1508
208144,57459,1509
208145,57460,1510
208146,57461,1511
208147,57462,1512
208148,57463,1513
208149,57464,1514
208150,57465,1515
208151,57466,1516
208152,57467,1517
208153,57468,1518
208154,57469,1519
208155,57470,1520
208156,57471,1521
208157,57472,1522
208158,57473,1523
208159,57474,1524
208160,57475,1525
208161,57476,1526
208162,57477,1527
208163,57478,1528
208164,57479,1529
208165,57480,1530
208166,57481,1531
208167,57482,1532
208168,57483,1533
208169,57484,1534
208170,57485,1535
208171,57486,1536
208172,57487,1537
208173,57488,1538
208174,57489,1539
208175,57490,1540
208176,57491,1541
208177,57492,1542
208178,57493,1543
208179,57494,1544
208180,57495,1545
208181,57496,1546
208182,57497,1547
208183,57498,1548
208184,57499,1549
208185,57500,1550
208186,57501,1551
208187,57502,1552
208188,57503,1553
208189,57504,1554
208190,56717,1555
208191,57279,1556
208192,57505,1557
208193,56574,1558
208194,57506,1559
208195,57507,1560
208196,57504,1561
208197,57508,1562
208198,57509,1563
208199,57510,1564
208200,57511,1565
208201,57512,1566
208202,57513,1567
208203,57514,1568
208204,57515,1569
208205,57516,1570
208206,57517,1571
208207,57518,1572
208208,57519,1573
208209,57520,1574
208210,57521,1575
208211,57522,1576
208212,57523,1577
208213,57524,1578
208214,57525,1579
208215,57526,1580
208216,57277,1581
208217,57527,1582
208218,57528,1583
208219,57529,1584
208220,57530,1585
208221,57531,1586
208222,57532,1587
208223,57533,1588
208224,57534,1589
208225,57535,1590
208226,57536,1591
208227,57537,1592
208228,57538,1593
208229,57539,1594
208230,57277,1595
208231,57540,1596
208232,57279,1597
208233,57541,1598
208234,57542,1599
208235,57543,1600
208236,57544,1601
208237,57545,1602
208238,57546,1603
208239,57277,1604
208240,57547,1605
208241,57548,1606
208242,57549,1607
208243,57277,1608
208244,57550,1609
208245,57551,1610
208246,57552,1611
208247,57553,1612
208248,57554,1613
208249,57555,1614
208250,57556,1615
208251,57557,1616
208252,57558,1617
208253,57559,1618
208254,57560,1619
208255,57561,1620
208256,57562,1621
208257,57563,1622
208258,56571,1623
208259,57564,1624
208260,57565,1625
208261,57566,1626
208262,57567,1627
208263,57568,1628
208264,57569,1629
208265,57570,1630
208266,57571,1631
208267,57572,1632
208268,57573,1633
208269,56743,1634
208270,57574,1635
208271,57575,1636
208272,57576,1637
208273,57577,1638
208274,57578,1639
208275,57578,1640
208276,57579,1641
208277,57580,1642
208278,57581,1643
208279,57578,1644
208280,57582,1645
208281,57583,1646
208282,57584,1647
208283,57585,1648
208284,57586,1649
208285,56586,1650
208286,57587,1651
208287,57588,1652
208288,57589,1653
208289,57590,1654
208290,57591,1655
208291,57592,1656
208292,57593,1657
208293,57594,1658
208294,57595,1659
208295,57596,1660
208296,57597,1661
208297,56731,1662
208298,57598,1663
208299,57599,1664
208300,57600,1665
208301,57601,1666
208302,57602,1667
208303,57603,1668
208304,57604,1669
208305,57605,1670
208306,57606,1671
208307,56791,1672
208308,57607,1673
208309,57608,1674
208310,57609,1675
208311,57610,1676
208312,57611,1677
208313,57612,1678
208314,57613,1679
208315,57614,1680
208316,57615,1681
208317,57616,1682
208318,57617,1683
208319,57618,1684
208320,56767,1685
208321,57619,1686
208322,57620,1687
208323,57621,1688
208324,57622,1689
208325,57623,1690
208326,57624,1691
208327,57625,1692
208328,57626,1693
208329,57627,1694
208330,57628,1695
208331,57629,1696
208332,57630,1697
208333,57631,1698
208334,57632,1699
208335,57633,1700
208336,57634,1701
208337,57635,1702
208338,57636,1703
208339,57637,1704
208340,57638,1705
208341,57639,1706
208342,57640,1707
208343,57641,1708
208344,57642,1709
208345,57643,1710
208346,57644,1711
208347,57645,1712
208348,57646,1713
208349,57647,1714
208350,57648,1715
208351,57618,1716
208352,57649,1717
208353,57650,1718
208354,57651,1719
208355,57652,1720
208356,57653,1721
208357,56767,1722
208358,57654,1723
208359,57655,1724
208360,57656,1725
208361,57657,1726
208362,56724,1727
208363,56724,1728
208364,57658,1729
208365,57659,1730
208366,57660,1731
208367,57661,1732
208368,57662,1733
208369,57663,1734
208370,57664,1735
208371,57665,1736
208372,57666,1737
208373,57667,1738
208374,57668,1739
208375,57669,1740
208376,57670,1741
208377,57671,1742
208378,57672,1743
208379,57673,1744
208380,57674,1745
208381,57675,1746
208382,57676,1747
208383,57677,1748
208384,57678,1749
208385,57679,1750
208386,57680,1751
208387,57681,1752
208388,57682,1753
208389,57683,1754
208390,57684,1755
208391,57685,1756
208392,57686,1757
208393,57687,1758
208394,57688,1759
208395,57689,1760
208396,57690,1761
208397,57691,1762
208398,57692,1763
208399,57693,1764
208400,57694,1765
208401,57695,1766
208402,57696,1767
208403,57697,1768
208404,57698,1769
208405,57699,1770
208406,57395,1771
208407,57700,1772
208408,57701,1773
208409,56804,1774
208410,57702,1775
208411,57703,1776
208412,57702,1777
208413,57704,1778
208414,57705,1779
208415,57706,1780
208416,57707,1781
208417,57708,1782
208418,57709,1783
208419,57710,1784
208420,57711,1785
208421,57712,1786
208422,57713,1787
208423,57714,1788
208424,57715,1789
208425,57716,1790
208426,57717,1791
208427,57718,1792
208428,57719,1793
208429,57720,1794
208430,57721,1795
208431,57722,1796
208432,57723,1797
208433,57724,1798
208434,57725,1799
208435,57726,1800
208436,57727,1801
208437,57728,1802
208438,57729,1803
208439,57730,1804
208440,57731,1805
208441,57732,1806
208442,57733,1807
208443,57734,1808
208444,57735,1809
208445,57736,1810
208446,57737,1811
208447,57738,1812
208448,57739,1813
208449,57740,1814
208450,57741,1815
208451,57742,1816
208452,57743,1817
208453,57744,1818
208454,57745,1819
208455,57646,1820
208456,57746,1821
208457,57747,1822
208458,57748,1823
208459,57749,1824
208460,57750,1825
208461,57751,1826
208462,57752,1827
208463,57753,1828
208464,57754,1829
208465,57755,1830
208466,57756,1831
208467,57757,1832
208468,57758,1833
208469,57759,1834
208470,57760,1835
208471,57761,1836
208472,57762,1837
208473,57739,1838
208474,56965,1839
208475,57763,1840
208476,57764,1841
208477,57765,1842
208478,57766,1843
208479,57767,1844
208480,57768,1845
208481,57769,1846
208482,57770,1847
208483,57771,1848
208484,57772,1849
208485,57773,1850
208486,57774,1851
208487,57775,1852
208488,57776,1853
208489,57777,1854
208490,57778,1855
208491,57779,1856
208492,57780,1857
208493,57781,1858
208494,57782,1859
208495,57783,1860
208496,57784,1861
208497,57785,1862
208498,57786,1863
208499,57787,1864
208500,57788,1865
208501,56742,1866
208502,57789,1867
208503,57790,1868
208504,57791,1869
208505,57792,1870
208506,57793,1871
208507,57263,1872
208508,57794,1873
208509,57795,1874
208510,57796,1875
208511,57797,1876
208512,57798,1877
208513,57799,1878
208514,57800,1879
208515,57801,1880
208516,57802,1881
208517,57803,1882
208518,57804,1883
208519,57805,1884
208520,57806,1885
208521,57807,1886
208522,57808,1887
208523,57809,1888
208524,57810,1889
208525,57811,1890
208526,57812,1891
208527,57813,1892
208528,57814,1893
208529,57815,1894
208530,57816,1895
208531,57817,1896
208532,57702,1897
208533,57818,1898
208534,57819,1899
208535,57820,1900
208536,57821,1901
208537,57822,1902
208538,57823,1903
208539,57824,1904
208540,57825,1905
208541,57826,1906
208542,57827,1907
208543,57828,1908
208544,57829,1909
208545,57830,1910
208546,57831,1911
208547,57832,1912
208548,57833,1913
208549,57834,1914
208550,57835,1915
208551,57836,1916
208552,57837,1917
208553,57838,1918
208554,57839,1919
208555,57840,1920
208556,57841,1921
208557,57842,1922
208558,57843,1923
208559,57844,1924
208560,57845,1925
208561,57846,1926
208562,57847,1927
208563,57848,1928
208564,57849,1929
208565,57850,1930
208566,57851,1931
208567,57852,1932
208568,57853,1933
208569,57854,1934
208570,57855,1935
208571,57856,1936
208572,57857,1937
208573,57858,1938
208574,57859,1939
208575,57860,1940
208576,57861,1941
208577,57862,1942
208578,57863,1943
208579,57864,1944
208580,57865,1945
208581,57866,1946
208582,57867,1947
208583,57868,1948
208584,57869,1949
208585,57870,1950
208586,57871,1951
208587,57872,1952
208588,57873,1953
208589,57874,1954
208590,57875,1955
208591,57469,1956
208592,57876,1957
208593,57877,1958
208594,57878,1959
208595,57879,1960
208596,57880,1961
208597,57881,1962
208598,57882,1963
208599,57883,1964
208600,57884,1965
208601,57885,1966
208602,57886,1967
208603,57887,1968
208604,57888,1969
208605,57889,1970
208606,57890,1971
208607,57891,1972
208608,57892,1973
208609,57893,1974
208610,57894,1975
208611,57895,1976
208612,57896,1977
208613,57897,1978
208614,57898,1979
208615,57899,1980
208616,57587,1981
208617,57900,1982
208618,57901,1983
208619,57902,1984
208620,56986,1985
208621,57903,1986
208622,57904,1987
208623,57905,1988
208624,57906,1989
208625,57907,1990
208626,57908,1991
208627,57909,1992
208628,57910,1993
208629,57911,1994
208630,57912,1995
208631,57913,1996
208632,57869,1997
208633,57914,1998
208634,57839,1999
208635,56697,2000
208636,57915,2001
208637,56741,2002
208638,57839,2003
208639,57916,2004
208640,57917,2005
208641,57918,2006
208642,57919,2007
208643,57920,2008
208644,57921,2009
208645,57922,2010
208646,57923,2011
208647,57924,2012
208648,56965,2013
208649,57925,2014
208650,57926,2015
208651,57927,2016
208652,57928,2017
208653,57929,2018
208654,57930,2019
208655,57931,2020
208656,57932,2021
208657,57933,2022
208658,57934,2023
208659,56601,2024
208660,57935,2025
208661,57936,2026
208662,57937,2027
208663,57938,2028
208664,57939,2029
208665,57940,2030
208666,57941,2031
208667,57942,2032
208668,57933,2033
208669,57943,2034
208670,57944,2035
208671,57945,2036
208672,57946,2037
208673,57947,2038
208674,57948,2039
208675,57949,2040
208676,56722,2041
208677,57950,2042
208678,57951,2043
208679,57662,2044
208680,57952,2045
208681,57953,2046
208682,57954,2047
208683,57955,2048
208684,57956,2049
208685,57957,2050
208686,57958,2051
208687,57959,2052
208688,57194,2053
208689,57960,2054
208690,57961,2055
208691,57962,2056
208692,57963,2057
208693,57964,2058
208694,57965,2059
208695,57966,2060
208696,56804,2061
208697,57967,2062
208698,57968,2063
208699,57969,2064
208700,57970,2065
208701,57971,2066
208702,57972,2067
208703,57973,2068
208704,57974,2069
208705,57839,2070
208706,57975,2071
208707,57976,2072
208708,57977,2073
208709,57978,2074
208710,57979,2075
208711,57980,2076
208712,57981,2077
208713,57982,2078
208714,57983,2079
208715,57984,2080
208716,57985,2081
208717,57986,2082
208718,57987,2083
208719,57988,2084
208720,57989,2085
208721,57990,2086
208722,57991,2087
208723,57992,2088
208724,57959,2089
208725,57993,2090
208726,57994,2091
208727,57995,2092
208728,57996,2093
208729,57997,2094
208730,57998,2095
208731,57999,2096
208732,58000,2097
208733,58001,2098
208734,58002,2099
208735,58003,2100
208736,57869,2101
208737,58004,2102
208738,58005,2103
208739,58006,2104
208740,58007,2105
208741,58008,2106
208742,58009,2107
208743,58010,2108
208744,58011,2109
208745,57989,2110
208746,58012,2111
208747,56885,2112
208748,57933,2113
208749,58013,2114
208750,58014,2115
208751,58015,2116
208752,58016,2117
208753,58017,2118
208754,58018,2119
208755,58019,2120
208756,58020,2121
208757,58021,2122
208758,58022,2123
208759,57775,2124
208760,58023,2125
208761,58024,2126
208762,58025,2127
208763,58026,2128
208764,58027,2129
208765,58028,2130
208766,58029,2131
208767,57810,2132
208768,57541,2133
208769,58030,2134
208770,58031,2135
208771,58032,2136
208772,58033,2137
208773,56586,2138
208774,58034,2139
208775,58035,2140
208776,58036,2141
208777,58037,2142
208778,58038,2143
208779,58039,2144
208780,58040,2145
208781,58041,2146
208782,58042,2147
208783,58043,2148
208784,58044,2149
208785,58045,2150
208786,58046,2151
208787,58047,2152
208788,58048,2153
208789,58049,2154
208790,58050,2155
208791,58051,2156
208792,58052,2157
208793,58053,2158
208794,58054,2159
208795,58055,2160
208796,58056,2161
208797,58057,2162
208798,58058,2163
208799,58059,2164
208800,58060,2165
208801,58061,2166
208802,58062,2167
208803,58063,2168
208804,58064,2169
208805,58065,2170
208806,58066,2171
208807,58067,2172
208808,58068,2173
208809,58069,2174
208810,58070,2175
208811,58071,2176
208812,58072,2177
208813,58073,2178
208814,58074,2179
