retweets_id,retweeter_id,original_user_id,times
305681,77957,99254,1
305682,72974,89725,1
305683,60379,73792,1
305684,59607,97709,1
305685,64430,97305,1
305686,62225,98374,1
305687,61109,98080,1
305688,76804,98994,1
305689,83256,99576,1
305690,58965,97554,1
305691,60918,98033,1
305692,56674,57775,1
305693,83530,83080,1
305694,80042,80019,1
305695,64419,98904,1
305696,60895,98024,1
305697,59622,97714,1
305698,56868,97209,1
305699,58148,97449,1
305700,57976,56823,1
305701,62562,89105,1
305702,61049,98048,1
305703,59335,88246,1
305704,56575,97154,1
305705,86269,85147,1
305706,57248,57775,1
305707,59974,97146,1
305708,63029,62923,1
305709,61593,61678,1
305710,85681,85533,1
305711,85681,85545,1
305712,83794,83592,1
305713,80148,80147,1
305714,57518,97324,1
305715,60256,71473,1
305716,62109,98350,1
305717,58834,69726,1
305718,61193,98107,1
305719,76719,98972,1
305720,59998,97823,1
305721,79664,79653,1
305722,77653,99192,1
305723,78092,99272,1
305724,62740,98556,1
305725,62836,64174,1
305726,57405,88287,1
305727,62202,62185,1
305728,64136,97773,1
305729,63380,63257,1
305730,61542,98054,1
305731,61774,88472,1
305732,80068,80036,1
305733,59094,96534,1
305734,58191,97458,1
305735,85513,99676,1
305736,83456,83087,1
305737,63871,98765,1
305738,84078,99623,1
305739,84078,83467,1
305740,57596,97336,1
305741,58744,97514,1
305742,61838,98286,1
305743,61838,98290,1
305744,61838,61678,1
305745,57656,56586,1
305746,78416,99311,1
305747,60338,70588,1
305748,61057,85998,1
305749,77736,89394,1
305750,56586,97423,1
305751,83851,83244,1
305752,56845,97201,1
305753,58373,86245,1
305754,63439,98678,1
305755,61933,98306,1
305756,57833,97391,1
305757,58180,58179,1
305758,57560,57263,1
305759,84284,83711,1
305760,56773,92190,1
305761,77483,99132,1
305762,60787,60870,1
305763,60202,97873,1
305764,57429,73748,1
305765,84820,83147,1
305766,83628,99600,1
305767,85918,85818,1
305768,60031,97829,1
305769,58152,57910,1
305770,58624,66943,1
305771,63742,98731,1
305772,63397,61754,1
305773,76378,98917,1
305774,76639,76641,1
305775,61235,95162,1
305776,62676,89442,1
305777,79629,99408,1
305778,77547,99156,1
305779,59847,90707,1
305780,61727,61678,1
305781,63536,98696,1
305782,63935,97336,1
305783,57622,97344,1
305784,64244,64463,1
305785,62001,96366,1
305786,57156,97280,1
305787,63142,58367,1
305788,61652,98237,1
305789,80022,80024,1
305790,57333,96534,1
305791,85230,85214,2
305792,77666,97552,1
305793,63706,63257,1
305794,57103,97272,1
305795,85024,77495,1
305796,63427,98669,1
305797,63427,98672,1
305798,60925,98037,1
305799,57722,92190,1
305800,59529,97690,1
305801,60764,65101,1
305802,61823,98270,1
305803,61823,98716,1
305804,80014,78647,3
305805,86286,85177,1
305806,63515,63255,1
305807,59098,90100,1
305808,83414,83086,1
305809,79651,79646,1
305810,63672,63255,1
305811,61655,61678,2
305812,61655,98313,1
305813,59234,88567,1
305814,85690,85150,1
305815,58210,57263,1
305816,64159,98826,1
305817,80338,99438,1
305818,61380,61531,1
305819,57077,97264,1
305820,62657,98532,1
305821,80841,69475,1
305822,57052,96123,1
305823,57713,97238,1
305824,77250,99072,1
305825,85598,60979,1
305826,59366,88246,1
305827,59528,57784,1
305828,63370,98661,1
305829,84806,84494,1
305830,58058,98081,1
305831,57324,71473,1
305832,58968,94491,1
305833,80627,88567,1
305834,58919,79228,1
305835,78647,99333,1
305836,78647,80210,3
305837,78647,80062,1
305838,85620,60898,1
305839,62147,76163,1
305840,63469,98685,1
305841,61128,98088,1
305842,80633,89743,1
305843,62315,98406,1
305844,59800,97769,1
305845,57209,97292,1
305846,85174,85177,4
305847,58465,97492,1
305848,60320,88841,1
305849,79709,79708,1
305850,85391,99670,1
305851,58982,66456,1
305852,60683,97975,1
305853,61791,98273,1
305854,61791,98291,1
305855,59086,96534,1
305856,60987,61184,1
305857,59034,57784,1
305858,60279,97879,1
305859,61831,97404,1
305860,86364,85174,1
305861,57298,79100,1
305862,76516,63624,1
305863,77898,99236,1
305864,77436,99107,1
305865,77440,99111,1
305866,60421,79100,1
305867,77498,90707,1
305868,58576,88505,1
305869,57623,97345,1
305870,84859,84671,1
305871,62028,63246,1
305872,86479,99707,1
305873,58126,63222,1
305874,63261,63271,1
305875,56924,97224,1
305876,63111,97517,1
305877,83895,99615,1
305878,58974,76705,1
305879,56869,97210,1
305880,56869,97476,1
305881,59994,88246,1
305882,60422,90056,1
305883,83782,83569,1
305884,86324,85309,1
305885,61037,98061,1
305886,61353,98149,1
305887,60481,97914,1
305888,62397,98442,1
305889,63287,63257,1
305890,77488,99135,1
305891,63768,63271,1
305892,64003,63213,1
305893,59967,96207,1
305894,63828,96434,1
305895,79409,99401,1
305896,85244,85146,1
305897,63714,63388,1
305898,58153,97450,1
305899,62135,98354,1
305900,79870,79854,1
305901,62336,64471,1
305902,78815,99353,1
305903,86309,85919,1
305904,57523,97325,1
305905,63293,63255,1
305906,64422,73795,1
305907,86477,85150,1
305908,59322,97648,1
305909,58385,86737,1
305910,83560,99596,1
305911,59206,97253,1
305912,61219,61034,1
305913,77843,99222,1
305914,62387,96338,1
305915,62327,98411,1
305916,86385,86132,1
305917,86392,85160,1
305918,63280,63257,1
305919,60972,61034,1
305920,85674,85534,1
305921,77460,99123,1
305922,60698,97978,1
305923,61917,98303,1
305924,83408,75812,1
305925,63283,98643,1
305926,62524,98499,1
305927,57936,56965,1
305928,61983,98317,1
305929,61874,70761,1
305930,61111,98080,1
305931,62012,61622,1
305932,62013,98324,1
305933,62016,98325,1
305934,62017,62042,1
305935,85765,85344,1
305936,85765,85130,1
305937,85765,61034,1
305938,61834,61678,1
305939,64018,95694,1
305940,77526,97606,1
305941,85933,85902,1
305942,61681,98246,1
305943,79314,99393,1
305944,57106,88844,1
305945,63249,98710,1
305946,62087,98343,1
305947,62087,61826,1
305948,62673,98537,1
305949,85320,61034,1
305950,76415,98926,1
305951,64061,98802,1
305952,83367,83204,1
305953,61594,61678,1
305954,61594,98225,1
305955,61594,98226,1
305956,60035,68839,1
305957,83622,83098,1
305958,84305,84055,1
305959,61581,61506,1
305960,56630,57263,1
305961,77810,92276,1
305962,76654,98961,1
305963,86032,85781,1
305964,62686,88246,1
305965,78705,99336,1
305966,74245,85676,1
305967,57715,57910,1
305968,78443,99312,1
305969,63844,98757,1
305970,85282,85214,1
305971,63476,63758,1
305972,63476,98741,1
305973,63379,63758,1
305974,63379,63257,1
305975,59754,76993,1
305976,56741,56672,1
305977,56741,56586,1
305978,59417,97665,1
305979,85134,86132,1
305980,59131,96153,1
305981,61098,98075,1
305982,59445,97669,1
305983,61508,98200,1
305984,83369,83291,1
305985,77560,99162,1
305986,83806,83206,1
305987,60196,97872,1
305988,58804,58261,1
305989,79606,79590,2
305990,56929,97225,1
305991,60033,97831,1
305992,61499,98197,1
305993,83164,99572,1
305994,63477,63257,1
305995,61567,61516,1
305996,60963,86646,1
305997,86338,85195,1
305998,61990,61678,1
305999,61421,98178,1
306000,63677,63468,1
306001,64085,83848,1
306002,61670,98244,1
306003,59399,80241,1
306004,60969,61146,1
306005,77275,99075,1
306006,80382,90100,1
306007,84728,83592,1
306008,57318,88567,1
306009,57282,79100,1
306010,56740,97154,1
306011,61848,61678,1
306012,61848,98234,1
306013,78918,99363,1
306014,64436,98905,1
306015,83245,99575,1
306016,57912,97406,1
306017,61153,98093,1
306018,59793,96911,1
306019,76967,99025,1
306020,57292,79100,1
306021,63794,98744,1
306022,61050,96929,1
306023,61050,61536,1
306024,64316,98875,1
306025,60103,97852,1
306026,62667,97817,1
306027,61887,66623,1
306028,64406,78649,1
306029,86219,85174,1
306030,85157,85146,1
306031,63027,58381,1
306032,57630,88246,1
306033,62027,61606,1
306034,58876,97537,1
306035,59056,97574,1
306036,61453,85293,1
306037,63443,63240,1
306038,57879,97397,1
306039,58267,97470,1
306040,61732,61678,1
306041,58895,97541,1
306042,64288,63853,1
306043,59134,95135,1
306044,78167,82921,1
306045,57281,90039,1
306046,62446,98464,1
306047,85798,85402,1
306048,62553,98511,1
306049,57808,96866,1
306050,58808,58501,1
306051,84972,83711,1
306052,84971,99658,1
306053,63114,58381,1
306054,63267,63271,1
306055,79730,79722,1
306056,61515,98202,1
306057,61627,98229,1
306058,57343,88246,1
306059,59061,82941,1
306060,63340,98654,1
306061,63340,98702,1
306062,63340,98715,1
306063,63340,63255,1
306064,58361,88513,1
306065,63993,58298,1
306066,85921,85593,1
306067,56716,97174,1
306068,63543,63207,1
306069,60872,60732,1
306070,63925,97336,1
306071,77491,99137,1
306072,56980,97212,1
306073,59880,97773,1
306074,60099,97856,1
306075,61630,98231,1
306076,60970,86176,1
306077,79429,79428,1
306078,62068,61821,1
306079,79745,79698,1
306080,57251,97300,1
306081,80894,99540,1
306082,57382,97312,1
306083,58954,97551,1
306084,59733,97752,1
306085,84844,84335,1
306086,64174,66524,1
306087,59715,97744,1
306088,56599,97158,1
306089,60971,61034,1
306090,80399,99450,1
306091,57044,57263,1
306092,59530,83631,1
306093,60988,61080,1
306094,56977,97241,1
306095,61435,85923,1
306096,60034,97832,1
306097,63860,98760,1
306098,85182,85174,1
306099,56791,97191,1
306100,56791,57775,1
306101,61403,98171,1
306102,57020,57775,1
306103,61940,98308,1
306104,57571,82941,1
306105,58045,97425,1
306106,84691,83338,1
306107,60765,97992,1
306108,85629,85150,1
306109,83193,83565,1
306110,78273,99291,1
306111,83341,82967,1
306112,56941,88567,1
306113,64277,98864,1
306114,58027,93220,1
306115,59593,97703,1
306116,57712,97199,1
306117,85388,86933,1
306118,85388,73784,1
306119,80349,95162,1
306120,63659,98721,1
306121,76374,98916,1
306122,77909,99241,1
306123,58056,97159,1
306124,56581,97155,1
306125,56581,57932,1
306126,59667,97729,1
306127,63064,58501,1
306128,63520,63257,1
306129,64164,97773,1
306130,61428,98179,1
306131,85338,85315,1
306132,58889,69197,1
306133,83956,83759,1
306134,85374,85269,1
306135,63252,63257,1
306136,62025,61966,1
306137,61598,63255,1
306138,77468,99127,1
306139,80383,99446,1
306140,61107,61184,1
306141,63986,69475,1
306142,58818,58484,1
306143,61516,98203,1
306144,60584,97947,1
306145,63738,98732,1
306146,84291,78774,1
306147,77520,59398,1
306148,77520,99203,1
306149,57144,97279,1
306150,77100,99048,1
306151,62581,98377,1
306152,57032,56913,1
306153,57315,64515,1
306154,61018,98052,1
306155,57814,97385,1
306156,83307,83276,1
306157,56960,97235,1
306158,61797,98275,1
306159,60823,60720,1
306160,57979,79286,1
306161,61950,98314,1
306162,83774,99607,1
306163,63204,61796,1
306164,61095,98074,1
306165,61755,61754,1
306166,59129,89442,1
306167,64178,96615,1
306168,60381,95135,1
306169,59976,82914,1
306170,80126,80112,1
306171,62483,98480,1
306172,57385,82941,1
306173,86094,85570,1
306174,58979,97557,1
306175,84295,84190,1
306176,63800,66524,1
306177,63984,88229,1
306178,56834,96773,1
306179,58972,78774,2
306180,58972,64463,1
306181,83808,99600,1
306182,63978,71473,1
306183,62783,58596,1
306184,56793,97192,1
306185,79692,79592,1
306186,61811,62059,1
306187,61811,63249,1
306188,60218,88246,1
306189,59047,97572,1
306190,83996,99581,1
306191,77028,99034,1
306192,85974,85998,1
306193,59001,97562,1
306194,56837,79100,1
306195,60454,65957,1
306196,77190,92628,1
306197,62094,61796,1
306198,56863,97207,1
306199,60702,97979,1
306200,57771,97377,1
306201,58255,97469,1
306202,58369,97482,1
306203,77437,99108,1
306204,62320,98407,1
306205,61094,98073,1
306206,59644,97721,1
306207,60701,65894,1
306208,77740,97652,1
306209,61054,98065,1
306210,86444,85823,1
306211,56818,97195,1
306212,56785,56586,1
306213,84687,99651,1
306214,60991,73784,1
306215,61277,86625,1
306216,61170,61303,1
306217,58977,59764,1
306218,63951,98783,1
306219,62541,98486,1
306220,59128,97594,1
306221,62388,59398,1
306222,56979,97242,1
306223,60626,97956,1
306224,86020,85150,1
306225,59099,97567,1
306226,59127,97593,1
306227,80339,82941,1
306228,64205,98843,1
306229,63906,97266,1
306230,62161,98361,1
306231,64368,63007,1
306232,59028,97567,1
306233,62294,98397,1
306234,57355,97308,1
306235,59184,97611,1
306236,79676,79646,1
306237,60213,88565,1
306238,59647,96911,1
306239,80413,90039,1
306240,62141,98356,1
306241,63551,61796,1
306242,59087,96534,1
306243,59296,97640,1
306244,62304,98375,1
306245,85657,85214,1
306246,84287,83338,1
306247,59396,91861,1
306248,60778,58596,1
306249,59163,97605,1
306250,62039,63188,1
306251,64173,96602,1
306252,61096,61062,1
306253,56701,88567,1
306254,56701,96123,1
306255,80331,58578,1
306256,61577,98220,1
306257,59096,59109,1
306258,62495,98486,1
306259,59469,97676,2
306260,64301,58298,1
306261,84463,74604,1
306262,57095,97270,1
306263,83358,82954,1
306264,83358,83687,1
306265,56681,56710,1
306266,63991,89599,1
306267,63177,98628,1
306268,77043,99040,1
306269,61778,98271,1
306270,62203,98367,1
306271,85061,83374,1
306272,62806,98567,1
306273,60566,97940,1
306274,61915,98302,1
306275,83432,83289,1
306276,63007,60816,1
306277,63007,99526,1
306278,56673,92190,1
306279,85840,85271,1
306280,63849,96531,1
306281,58845,66618,1
306282,59635,97718,1
306283,62181,68926,1
306284,57165,97199,1
306285,58009,97420,1
306286,59885,97791,1
306287,64052,98800,1
306288,62396,98441,1
306289,59789,82914,1
306290,58208,97460,1
306291,60896,98025,1
306292,85623,85563,1
306293,62658,98486,1
306294,61793,98274,1
306295,63424,98668,1
306296,57935,97409,1
306297,61767,98264,1
306298,82970,99564,1
306299,63272,63331,1
306300,85266,99665,1
306301,80453,98798,1
306302,84696,84530,1
306303,85715,85519,1
306304,64035,98792,1
306305,77441,99112,1
306306,57503,90039,1
306307,62747,88246,1
306308,59589,57784,1
306309,62905,98578,1
306310,84224,83629,1
306311,60161,88246,1
306312,56877,92190,1
306313,62767,58317,1
306314,61064,70243,1
306315,62803,58338,1
306316,60497,97918,1
306317,58893,97659,1
306318,63430,98673,1
306319,63440,63353,1
306320,61474,98192,1
306321,78601,95956,1
306322,59080,95796,1
306323,57805,57775,1
306324,57227,97295,1
306325,61187,98093,1
306326,61722,98251,1
306327,60468,97912,1
306328,59065,97579,1
306329,63019,60470,1
306330,60369,97900,1
306331,62198,98365,1
306332,63487,62159,1
306333,57607,97338,1
306334,63920,98777,1
306335,56724,64463,1
306336,59215,88567,1
306337,64293,98868,1
306338,60187,86531,1
306339,62258,98382,1
306340,60143,97550,1
306341,63932,98779,1
306342,61798,63624,2
306343,61798,98305,1
306344,61798,98658,1
306345,62761,98560,1
306346,60440,58501,1
306347,62625,95162,1
306348,58285,58269,1
306349,58285,58317,1
306350,56746,97180,1
306351,63042,72921,1
306352,59694,97737,1
306353,85234,67357,1
306354,85682,85271,1
306355,59360,97654,1
306356,59360,98616,1
306357,85091,99661,1
306358,63346,98656,1
306359,58410,97485,1
306360,63653,63255,1
306361,59278,88246,1
306362,57365,90039,1
306363,58871,57517,1
306364,58391,97483,1
306365,60297,90039,1
306366,64257,96718,1
306367,56677,56638,1
306368,56677,56749,1
306369,56677,61678,1
306370,56677,98903,1
306371,85445,85309,1
306372,79798,99415,1
306373,63049,58501,1
306374,86152,99701,1
306375,62911,98579,1
306376,60573,97942,1
306377,58855,97531,1
306378,62302,98402,1
306379,79440,99401,1
306380,56893,97190,1
306381,59581,59020,1
306382,60840,60720,1
306383,64245,98856,1
306384,63682,98724,1
306385,58821,97523,1
306386,60473,62923,1
306387,60817,58578,1
306388,61326,98142,1
306389,61326,98191,1
306390,59619,97712,1
306391,59596,88567,1
306392,57931,97410,1
306393,59922,88246,1
306394,60789,97999,1
306395,62981,58597,1
306396,60498,97917,1
306397,83600,99598,1
306398,57097,97271,1
306399,60228,80858,1
306400,84242,83569,1
306401,57425,88246,1
306402,60302,88246,1
306403,58575,67365,1
306404,60772,97995,1
306405,60819,60816,1
306406,57959,57849,1
306407,56675,97168,1
306408,62656,98486,1
306409,57210,97255,1
306410,57210,97667,1
306411,83769,83248,1
306412,77566,99164,1
306413,61405,85002,1
306414,62510,98491,1
306415,61394,98167,1
306416,57918,97349,1
306417,77356,99085,1
306418,62777,65682,1
306419,56832,97198,1
306420,59792,97765,1
306421,83999,83632,1
306422,58612,88246,1
306423,77056,99042,1
306424,62199,98366,1
306425,63749,98733,1
306426,80275,86176,1
306427,86308,85768,1
306428,61837,98285,1
306429,63405,98658,1
306430,59209,96153,1
306431,58995,97560,1
306432,63895,98771,1
306433,58865,58501,1
306434,58636,97504,1
306435,64064,79100,1
306436,62666,98535,1
306437,59252,88246,1
306438,62807,97932,1
306439,59810,97771,1
306440,79307,99392,1
306441,60183,97870,1
306442,78269,71615,1
306443,80685,97590,1
306444,77473,96129,1
306445,80496,99474,1
306446,80639,97932,1
306447,62797,60470,1
306448,62120,98352,1
306449,57157,97281,1
306450,77484,99133,1
306451,57274,88246,1
306452,59527,97689,1
306453,62418,98451,1
306454,61775,98269,1
306455,58852,63853,1
306456,58194,59020,1
306457,62459,96401,1
306458,63863,64498,1
306459,57449,88246,1
306460,84705,59532,1
306461,83426,99569,1
306462,61181,64463,1
306463,80373,79100,1
306464,57115,56586,1
306465,59055,82941,1
306466,62355,98423,1
306467,62076,98341,1
306468,59993,88246,1
306469,60766,58597,1
306470,60947,85825,1
306471,86237,99703,1
306472,57432,79100,1
306473,85088,83946,1
306474,80452,66461,1
306475,62624,88567,1
306476,63165,98625,1
306477,56683,97170,1
306478,84273,83101,1
306479,80178,64498,1
306480,79458,79434,1
306481,79711,79708,1
306482,57919,97407,1
306483,62946,65957,1
306484,61129,86305,1
306485,83839,83616,1
306486,57166,73792,1
306487,58578,98586,1
306488,56965,97238,1
306489,56965,57910,1
306490,64071,80241,1
306491,85813,86463,1
306492,59801,96153,1
306493,59091,97586,1
306494,56853,97205,1
306495,63281,98639,1
306496,63088,58501,1
306497,61254,98091,1
306498,60781,58355,1
306499,84635,99647,1
306500,84483,87964,1
306501,86019,85203,1
306502,60631,97959,1
306503,60554,97936,1
306504,61869,98294,1
306505,60645,97963,1
306506,60515,97924,1
306507,60574,97943,1
306508,58525,58524,1
306509,64047,58501,1
306510,60510,58597,1
306511,59428,59434,1
306512,61206,86127,1
306513,57046,97259,1
306514,57187,97285,1
306515,60559,97938,1
306516,63073,64670,1
306517,59093,97587,1
306518,60716,97980,1
306519,58526,97497,1
306520,62795,65682,1
306521,58399,97481,1
306522,83363,77263,1
306523,62046,61678,1
306524,58429,57899,2
306525,80250,99434,1
306526,58877,64471,1
306527,63956,97773,1
306528,64036,98793,1
306529,84466,99640,1
306530,58422,97336,1
306531,61636,98232,1
306532,61934,61821,1
306533,59517,97686,1
306534,60155,90039,1
306535,61388,98165,1
306536,60916,98034,1
306537,63429,98671,1
306538,60600,97948,1
306539,84557,99645,1
306540,60435,97906,1
306541,85911,85827,1
306542,62544,98507,1
306543,59401,57784,1
306544,63936,98780,1
306545,61862,61678,1
306546,85584,64165,1
306547,62441,98462,1
306548,85996,85356,1
306549,60090,97854,1
306550,56900,97220,1
306551,63002,63142,1
306552,77588,99172,1
306553,62792,98563,1
306554,63512,71473,1
306555,58344,58317,1
306556,61730,61678,1
306557,64105,98817,1
306558,63264,63257,1
306559,62391,95162,1
306560,62568,97606,1
306561,77435,96129,1
306562,62137,61678,1
306563,64370,98888,1
306564,60562,78649,1
306565,59156,59272,1
306566,61440,98184,1
306567,61231,98116,1
306568,85231,85160,1
306569,62939,89890,1
306570,63243,98635,1
306571,79485,79453,1
306572,63692,98126,1
306573,61444,98187,1
306574,63493,63255,1
306575,80495,99473,1
306576,61100,60978,1
306577,56696,57969,1
306578,82842,99542,1
306579,82842,99543,1
306580,61713,61780,1
306581,58556,97499,1
306582,85593,85548,1
306583,76768,98982,1
306584,59244,97630,1
306585,63220,62159,1
306586,62432,98457,1
306587,58579,97500,1
306588,63341,98655,1
306589,83707,99606,1
306590,80172,64498,1
306591,60997,61531,1
306592,57287,88567,1
306593,57851,56965,1
306594,80458,65894,1
306595,56693,92190,1
306596,60112,97858,1
306597,60591,97948,1
306598,58632,58578,1
306599,85820,99688,1
306600,59143,89442,1
306601,62273,98386,1
306602,60370,95126,1
306603,79796,99413,1
306604,62877,62805,1
306605,60092,91865,1
306606,61547,98212,1
306607,61535,60994,1
306608,61535,85675,1
306609,61816,98279,1
306610,80531,99481,1
306611,61786,61678,1
306612,61500,98198,1
306613,59195,97617,1
306614,57294,88567,1
306615,57296,79100,1
306616,57600,96394,1
306617,62334,64463,1
306618,59768,97761,1
306619,83844,99612,1
306620,78884,99359,1
306621,64391,98895,1
306622,61355,98152,1
306623,77324,99080,1
306624,59132,97595,1
306625,60126,69197,1
