tweet_id,event_id,eventType,text,date,user_id,annotation_postPriority
1640,2,flood,RT @dailycamera: VIDEO: Flooding at 28th St underpass in #Boulder tonight http://t.co/JhQBnOZWiF #boulderflood,,,High
1641,2,flood,"Flash floods wash away homes, kill at least one near Boulder, Colorado - U.S. News http://t.co/P5mHLfbnLR via @NBCnews",,,Low
1642,2,flood,RT @USATODAY: #BREAKING: Severe floods strike Colorado http://t.co/JkvGm4hDu8,,,Low
1643,2,flood,At least 1 dead in Colo. flooding: Severe flooding in Jamestown in Colorado's Boulder County killed one person... http://t.co/4IwenaofFy,,,Low
1644,2,flood,RT @denverpost: UPDATE: Massive flooding has destroyed multiple homes in Boulder County: http://t.co/b2SOQOEIWb #COwx #BoulderFlood,,,Medium
1645,2,flood,"S/O to @CUBoulder, @dailycamera, and @bouldercounty for being on their game tonight. Thanks for the updates and alerts! #BoulderFlood",,,Low
1646,2,flood,Did you know? Via @bouldercolorado: #Boulder is the #1 flash flood risk community in Colorado. #Boulderflood http://t.co/BIuwhpDQfL #COwx,,,Low
1647,2,flood,One Dead as Flash Flooding Hits Parts of Colorado http://t.co/K4XbG0R6gJ,,,Low
1648,2,flood,"Flooding in Colorado kills 1: 
    
 http://t.co/5iROFQunkN",,,Low
1649,2,flood,T'storms crossing I-25 toward #Longmont. Strong storm sitting over #Brighton tracking NE. #9wx forecast on #9News now http://t.co/uqO7mgWQoj,,,High
1650,2,flood,#BREAKING: @CUBoulderPolice say Approx. 400-500 #CUBoulder Family Housing residents evacuated.  #boulderflood #9NewsMornings,,,Medium
1651,2,flood,BREAKING NEWS: US 36 is now open from Sheridan to McCaslin #9wx #cotraf #boulderflood,,,High
1652,2,flood,RT @JeremyHubbard: Another great pic of #Boulderflood from Instagram. #Boulder @KDVR brandash's photo http://t.co/Ng3nnDaDpg,,,Medium
1653,2,flood,"RT @AP: Heavy rains cause flash flooding in Colorado, collapsing homes and leaving at least one person dead: http://t.co/8SuXHamB9g #Boulder",,,Low
1654,2,flood,"RT @nicollefagan: Rivalries aside, keep those affected by the #BoulderFlood in your thoughts and prayers. Hopefully no more lives are taken?",,,Low
1655,2,flood,"RT @breakingstorm: Extremely dangerous and life threatening situation in Boulder, Colorado, area as flash flooding continues - @usNWSgov ht?",,,Low
1656,2,flood,One person killed and homes destroyed after flash floods wreak havoc in Colorado http://t.co/mLSFP2d6GM,,,Low
1657,2,flood,#DEVELOPING | 1 Dead as Flash Flooding Hits Parts of Colorado http://t.co/RDMF3TkiQH [via @AP],,,Low
1658,2,flood,One person #killed and homes #destroyed after flash floods wreak havoc in #Colorado - Sep 12 @ 7:44 AM ET http://t.co/V3o4BAZiFI,,,Low
1659,2,flood,"RT @reedtimmerTVN: LIFE THREATENING flash #flooding in Colorado Foothills including Colorado Springs, Fort Collins, and Boulder areas http:?",,,High
1660,2,flood,RT @breakingstorm: 2nd death related to Colorado flooding reported - @9NEWS; for more: http://t.co/DfOjwyccDP,,,Medium
1661,2,flood,Student captures flash flooding on University of Colorado campus http://t.co/VMQc9BBU43,,,High
1662,2,flood,#Colorado flooding kills two. @ryanparkerdp  http://t.co/Pqi3EpjGj3 ?,,,Medium
1663,2,flood,RT @ryanparkerdp: STRESS: OEM warns DO NOT leave your home if you do not have to. DO NOT DRIVE in Boulder. Period. #boulderflood,,,Medium
1664,2,flood,"JUST IN: A second person has died in Colorado's flash flooding, officials say. http://t.co/RjJiXKrbuS #cowx",,,Medium
1665,2,flood,RT @NewsBreaker: More on deadly Colorado flooding reported by @Kelly7News with @7newsNOW.,,,Low
1666,2,flood,"RT @abc7newsBayArea: UPDATE: Flash flooding in Boulder County, Colorado has left two people dead. http://t.co/ntQm6jaDBR",,,Medium
1667,2,flood,#Preachit #lightbulb #patrickstar #patrick #meme  #rain #colorado #boulderflood #itsbad http://t.co/yOtcXNNxB3,,,Low
1668,2,flood,"""@_fl0ss: Boulder, Colorado feels God's wrath! Rejoice, for the rapture cometh. Let all #atheist sodomites drown! #boulderflood #cowx"" Harsh",,,Low
1669,2,flood,?@MelissaBuntcake: This is 287 and Dillon Rd... Cars submerged after road gives way http://t.co/V2yIGBxfzt #BoulderFlood?. Awful!,,,High
1670,2,flood,RT @TWCBreaking: RT @140elect: Roads torn up #BoulderFlood http://t.co/NIcLiXMe97 #coflood,,,High
1671,2,flood,I'll show the doppler radar from Boulder Colorado in just a minute...major flooding...and bridge washed away.  Amazing live pictures.,,,Low
1672,2,flood,So Stupid! RT @TwitchyTeam 'Not smart': Life-threatening #BoulderFlood? Boulder college students go tubing [video] http://t.co/erUR8X0M0i,,,High
1673,2,flood,RT @thegooglecar: At least one dead in Colorado flash flooding http://t.co/lRZTeyzG7M #Environment,,,Medium
1674,2,flood,"RT @dailycamera: If you're looking to volunteer or donate to help clean-up, @boulderoem says stay home and wait #boulderflood",,,Medium
1675,2,flood,Colorado flash floods kill two http://t.co/2h5uyh5arY #news,,,Medium
1676,2,flood,"RT @MarciKrivonen: Wow. RT @HemaMullur: Two trucks, one car submerged after road collapse at Hwy 287 and Dillon. #cowx #boulderflood http:/?",,,Critical
1678,2,flood,RT @HemaMullur: Two trucks and one car in the water after a road collapse at Hwy 287 and Dillon. #cowx #boulderflood @KDVR http://t.co/X27J?,,,Critical
1679,2,flood,"Severe flash flooding in the Boulder, #Colorado area last night. One person died (KUSA). #cowx #flashflood http://t.co/53qZmj8dxZ",,,Medium
1680,2,flood,RT @BBCNewsUS: Flooding from fast-moving storm in Colorado kills two people and leads to the evacuation of hundreds of homes http://t.co/fx?,,,Low
1681,2,flood,"""Yousa punk bitch if you don't know about Boulder."" This flood don't know what it's dealin' wit! #boulderflood",,,Low
1682,2,flood,"The folks in #Jamestown were told to evacuate, but the road is washed out and they can't: http://t.co/btyqXlgwyE #boulderflood",,,High
1683,2,flood,LasVegasSun: 2 dead as flash flooding hits parts of Colorado http://t.co/l9vwyxd5VY #lasvegas,,,Low
1684,2,flood,"Sheriff Pelle: We are trying desperately to get help to people, but we're continually frustrated. #COFlood",,,Medium
1685,2,flood,RT @BoulderOEM: City of #Boulder / Boulder County public info call center: 303-413-7730. Impacted residents can call for info. #Boulderflood,,,Medium
1686,2,flood,"RT @Weishampel: #Boulderflood road closures: http://t.co/Xip4aYz4ME many North #Boulder roads, just about every canyon. Stay home.",,,Medium
1687,2,flood,?Massive Flooding? In Colorado?s Boulder County http://t.co/ePL5YuoU9M,,,Low
1688,2,flood,RT @RGIII: Please pray my family in Colorado and all others impacted by the #boulderflood,,,Low
1689,2,flood,"RT @roundpegg: Forget biking to work, today in #Boulder we could have kayaked. #boulderflood http://t.co/mMS4NkLgoI",,,Medium
1690,2,flood,RT @CUBoulderPolice: #cuboulder campus will also be closed tomorrow (9/13) due to #boulderflood. #cowx,,,Medium
1691,2,flood,RT @KWCH12: One person dead after flash flooding in Colorado: Days of heavy rains caused flash flooding in Colorado's Boul... http://t.co/d?,,,Low
1692,2,flood,"Two Dead, Hundreds Evacuated, Cars Stranded in Colorado Flooding http://t.co/cYOO3LeqnH",,,Medium
1693,2,flood,Stay safe everyone! #boulderflood,,,Low
1694,2,flood,RT @CBSEveningNews: The Univ. of Colorado Boulder will be closed today and tomorrow due to massive flooding in the area that has killed 2 (?,,,Medium
1695,2,flood,"RT @9NEWS: Wall of water floods Colorado, kills 2 http://t.co/VoG6PdYLZi #9NEWS",,,Medium
1696,2,flood,"RT @EvanKerns: If your bored, check out the trend #boulderflood, some crazy pictures.",,,Low
1697,2,flood,RT @cnnbrk: At least three deaths have been reported in Colorado flooding; more victims are feared. http://t.co/h6eiw6Nzog,,,Medium
1698,2,flood,"?@babylon_cat: 'Not smart': Life-threatening #BoulderFlood? Boulder college students go tubing [video]
http://t.co/7MhHlJPFIx? #toosmart",,,Low
1699,2,flood,"RT @sciam: Two Dead, Hundreds Evacuated, Cars Stranded in Colorado Flooding http://t.co/cA8iXnpcax",,,Medium
1700,2,flood,#boulder I hope you're okay. #boulderflood,,,Low
1701,2,flood,"Know what's going on in your country. #disasters #nature #destruction 3 dead, hundreds evacuated in Colorado flooding http://t.co/y1qmqT1XMT",,,Medium
1702,2,flood,I hope no weed plants were damaged. #boulderflood,,,Low
1703,2,flood,#BoulderFlood is what Puddle of Mudd should've been named,,,Low
1704,2,flood,bfp Live Interactive Coverage: Flooding in Colorado: Stay on top of the latest videos and social media coverag... http://t.co/jIHIa3LYBi,,,Low
1705,2,flood,Sheriff: 3rd person killed in Colorado flooding http://t.co/IBdDzS4348,,,Medium
1706,2,flood,RT @Amelia__Earhart: The ramp from EB I-70 to SB I-225 is closed due to flooding @9news #cotraf #coflood,,,High
1707,2,flood,RT @MikeNelson247: 2:30 AM Mike &amp; Anne still on the air! #BoulderFlood #7News #cowx #Denver http://t.co/qO4E8QgD6d,,,Low
1708,2,flood,Colorado flooding leaves 3 people dead http://t.co/HC9lJcWsFT,,,Medium
1709,2,flood,Video: St. Vrain River bow hitting the bottom of the bridge on Hover #longmont   http://t.co/L3aabcD2S1,,,High
1711,2,flood,"Stay informed, stay safe! #COFlood twitter list via @COEmergency: https://t.co/3ht69SK9wO #CCCF #BoulderFlood #waldoflood #COWX",,,Medium
1712,2,flood,"RT @RedCross: For updates on how the Red Cross is responding to #Flooding in #Colorado, follow @RedCrossDenver",,,Medium
1713,2,flood,RT @DougInBoulder: ALERT: Wall of water coming down Logan Mill RIGHT NOW! Seek higher ground IMMEDIATELY! #boulderflood #cowx /scanner/1125?,,,High
1714,2,flood,RT @asketchyfish: USGS/NWS looks to have accurate numbers. Holding my breath this afternoon with more rain on the way. #BoulderFlood http:/?,,,High
1715,2,flood,RT @denverpost: Reader photos of the Colorado flooding -  http://t.co/HDIGxf2CQh Send us yours - http://t.co/kS5SHy2WgU #cowx,,,Medium
1716,2,flood,@cityoflongmont ordering mandatory evacuations in the Southmoor Park neighborhood. #COFlood,,,High
1717,2,flood,RT @CUBoulder: SEEK HIGHER GROUND IMMEDIATELY: Wall of water coming down Boulder Canyon. Move away from Boulder Creek! #BoulderFlood,,,High
1718,2,flood,"""CU ALERT: Wall of water coming down Boulder Canyon. STAY AWAY FROM BOULDER CREEK. Seek higher ground immediately."" #boulderflood",,,High
1719,2,flood,"RT @FHSRoyalBanner: 11:30am: Large surge of water coming down Fourmile Canyon. If you are down stream, seek higher ground. #boulderflood ht?",,,High
1720,2,flood,"RT @epalmero: I tend to like water more than fire, but this whole ""Colorado is flooding"" thing doesn't seem much more pleasant than ""Colora?",,,Low
1721,2,flood,"Everyone, be careful http://t.co/05OiHA3bLF #boulderflood",,,Low
1722,2,flood,City of #Boulder Emergency Declaration: http://t.co/EVesFaAPHF #BoulderFlood -@CNNEditorChuck,,,Medium
1723,2,flood,Updated: Top social media videos of the #Boulderflood http://t.co/CcVtkXxEf0 via @aimeemay,,,Medium
1724,2,flood,RT @CherylPreheim: NEW: Sewage has leaked into water in some areas.  Stay away from water per Boulder Sheriff Dept. @9NEWS #coflood,,,High
1725,2,flood,RT @9NEWS: 25% of CU's campus buildings have water damage - ranging in severity. Campus closed tomorrow too. #coflood,,,Medium
1726,2,flood,RT @9NEWS: #COFlood RT @TrevorHughes: Bridge collapse is at 63rd and St Vrain Creek.,,,Critical
1727,2,flood,"Evacuation center for Boulderites YMCA of Boulder Valley, 2850 Mapleton Ave, Boulder, CO 80301
#boulderflood",,,High
1728,2,flood,Leaving Boulder on Hwy 128. 72 is closed. Coal Creek Canyon closed. #boulderflood http://t.co/7Q76jkQkWT,,,High
1729,2,flood,RT @ryanlanclos: Monitor #boulderflood #COwx on #Esri Disaster Response Program public information map http://t.co/ThLO0H20OG,,,Medium
1730,2,flood,RT @Claudia_Imhoff: #BoulderFlood Large surge of water reported in Fourmile Creek passing Logan Mill @ 10:55 Residents down stream should c?,,,High
1731,2,flood,RT @CUBoulderPolice: About 40 #CUBoulder buildings damaged (most w/ minor water damage). About 25% of campus buildings. #BoulderFlood #cowx,,,Medium
1732,2,flood,RT @jacelarson: #BoulderFlood @ Boulder Creek http://t.co/GtPlHgZxK1,,,Medium
1733,2,flood,At least 4 killd 500 unaccountd 4 as floodwatr inundates Colorado http://t.co/Lax0e1rAOa #flooding #neighbors #park #thinking,,,Medium
1734,2,flood,"RT @joefryer: Latest #coflood stats from state officials: 584 unaccounted for (234 in Boulder Co, 350 in Larimer Co); 1750 evacuated by Nat?",,,Medium
1736,2,flood,RT @BBCWorld: VIDEO: Aerial shots of Colorado flooding http://t.co/aUDJ3VaIth,,,High
1737,2,flood,RT @cnnbrk: More than 500 people are still unaccounted for in Colorado flooding; more heavy rain expected Sunday. http://t.co/iuT5V20Wtp,,,Medium
1738,2,flood,Colorado floods: More than 500 still unaccounted for as 'devastating' rain looms - CNN International: NPRColor... http://t.co/smCMEtY5fM,,,Medium
1739,2,flood,"Colorado Flooding Forces Evacuations -  Email Newsletters and Alerts
The latest #news and analysis delivered to... http://t.co/1tZcK9kkBZ",,,Low
1740,2,flood,RT @SOTTnet: Earth Changes: Aerial footage of devastating Colorado floods: Aerial footage shows the scale of destruction ca... http://t.co/?,,,Medium
1741,2,flood,Prayers going out to everyone who's getting affected by the Colorado flooding. I have a friend who is VERY close to the flooding.,,,Low
1743,2,flood,Everybody Keep @DJWhizlam &amp;The Residents Of Colorado In Your Prayers! The Weather There Is Crazy &amp; It has Me VERY Concerned! #ColoradoFlood,,,Low
1745,2,flood,RT @waylonlewis: Flood in Boulder: #boulderflood http://t.co/7aJk1WEPNA,,,Low
1746,2,flood,"1,750 people evacuated so far by National Guard due to #coflood  http://t.co/UTjrCm3NGc",,,Medium
1747,2,flood,RT @FoxNews: At least 500 unaccounted for in Colorado floods as Obama signs disaster declaration http://t.co/uVBsoTMYmt,,,Medium
1748,2,flood,Pray for the certain parts in Colorado that are affected by the #coflood,,,Low
1749,2,flood,#Latest #News Colorado floods: Over 500 unaccounted for as 'devastating' rain looms - CNN: NPRColorado ... http://t.co/1d6lHv15vK #BNews,,,Medium
1750,2,flood,"Deadly 1,000-year floods strike Colorado http://t.co/VozxRqmfto",,,Low
1751,2,flood,"New post: ""Colorado floods: Rescues, but more rain arrives"" http://t.co/NMHV3BBXOk",,,Low
1752,2,flood,RT @sergeykostyaev: Watching @nbcnightlynews video: Drone offers unique view of Colorado flooding -   http://t.co/ZryRZ00WGw via @nbcnews,,,Medium
1753,2,flood,Northeast Colorado residents are struggling with intense flooding as more rain is forecast for the region.,,,Low
1754,2,flood,Thoughts and prayers with my #boulderflood affected friends and family. Please stay safe!,,,Low
1755,2,flood,Colorado floods: Over 500 unaccounted for http://t.co/yZJm3imq30,,,Low
1756,2,flood,#coloradoflood -Colorado floods: Over 500 unaccounted for http://t.co/N9dDJVm7pw,,,Medium
1757,2,flood,Colorado Floods 2013: Rescuers Warn Some Against Remaining In Towns Isolated By Flooding,,,Medium
1758,2,flood,RT: @christine7news: @7NewsNOW Sunday morning continues w/ more #COFlood coverage from 7-10am. Morgan County is one of the major concerns.,,,Low
1759,2,flood,"RT @denverpost: UPDATE: 584 people are listed as ""unaccounted for"" in flood areas. http://t.co/cEtBtkHTRl #coflood",,,Low
1760,2,flood,"RT @nycjim: With sewage treatment disabled, ""no flush"" rules imposed in Colo. town. http://t.co/2Z562xyocP via @denverpost #coflood",,,High
1761,2,flood,Waiting to hear from some of my family who live outside of #Boulder #BoulderFlood  in Gol Hill,,,Low
1762,2,flood,RT @denverpost: Infrastructure recovery will be an arduous process long after the floodwaters recede http://t.co/xP8H1CjaVl  #COflood,,,Low
1763,2,flood,"#Colorado braces for more heavy rain, devastating floods http://t.co/vy2io8d86Y",,,Low
1764,2,flood,Colorado floods threaten more homes as another feared dead - video http://t.co/5RfRgJjXSn,,,Low
1765,2,flood,"RT @USATODAY: More than 500 people remain unaccounted for across Colorado after deadly, historic flooding: http://t.co/ftDxnbl5oT",,,Low
1766,2,flood,@mitchell2906 You too!!! I'm stuck home in the #coloradoflood  Truck got stuck last night and roads flooded.  #funsunday lol,,,Low
1767,2,flood,Flash floods in Colorado http://t.co/ayUDL0tUcB via @YahooNews,,,Low
1768,2,flood,"Let's not add to this anymore:  Stay out of moving water: 4 dead, 218 unaccounted for in Colorado flooding",,,Medium
1769,2,flood,"At least 4 dead, 200 missing in Colorado flooding; ?Leave now or be prepared to stay for weeks?... http://t.co/zDnATBT1aE",,,Medium
1770,2,flood,"RT @USATODAY: More than 500 people remain unaccounted for across Colorado after deadly, historic flooding: http://t.co/gyfFdgBbD9",,,Medium
1771,2,flood,RT @CJose: Fort Morgan underwater. Platte River well out of its banks. Expected to get worse @KDVR  #COflood http://t.co/494Vs35qNm,,,High
1772,2,flood,RT @SteveGrzanich Emergency Management in Colorado reports 584 people now unaccounted for after flooding. via @denverpost #BoulderFlood,,,Medium
1773,2,flood,RT @CONG1860: More than 1750 civilians &amp; hundreds of pets evacuated from #COflood by CO #NationalGuard and @USArmy's #4thID http://t.co/5G9?,,,Medium
1775,2,flood,RT @CONG1860: 5 #NationalGuard helos &amp; crews from @wyoguard joining @CONG1860 and @USArmy #4thID in #COflood evacuation efforts today.,,,High
1776,2,flood,"RT @breakingstorm: 482 people unaccounted for in Larimer County, Colorado, after flooding - @LarimerSheriff http://t.co/OE8z7OaPa3",,,Low
1777,2,flood,"Pouring ?-Put on comfy stuff, stay inside and let those saving our communities do their jobs unobstructed. #coflood http://t.co/tCjXKRkiI9",,,Low
1778,2,flood,"RT @KDVR: LIVE NOW: Why #coflood is being called a ""1 in 1,000-year flood"" from CSU Prof. Russ Schumacher. Watch: http://t.co/Di1uo95L9p #c?",,,Low
1779,2,flood,RT @ABC: Colorado Floods: Residents Unsure of What Home Will Look Like When They Return http://t.co/wwQWs60ZpK,,,Low
1780,2,flood,RT @dailycamera: Flood warning in place as 3/10 inch rain falls in 30 min in parts of county; rain to increase this afternoon #boulderflood,,,Medium
1781,2,flood,RT @YahooNews: Hundreds are still missing in Colorado with more rain and flooding expected to hamper rescue efforts today: http://t.co/w2UT?,,,Low
1782,2,flood,Here we go again with the rain. #boulderflood http://t.co/TInMWSAnku,,,Low
1783,2,flood,RT @ahuntre: Colorado floods: Over 500 unaccounted for as 'devastating' rain looms http://t.co/OWh2V0aRrt,,,Low
1784,2,flood,charles onwuemene's blog: Hundreds missing in Colorado floods http://t.co/T3hEIsHemw,,,Low
1785,2,flood,"RT @RemaxRealtor: Skies are absolutely opening up again in Arvada and Broomfield.. Pouring rain, not good. #coflood",,,Low
1786,2,flood,"RT @coloradodaily: RT @BrittanyAnas: To make a claim with FEMA, call 1-800-621-3362 or visit: http://t.co/hIxrheWCG3 #boulderflood",,,Low
1787,2,flood,RT @bouldercounty: Road closure map for Boulder County Roads #boulderflood #coflood http://t.co/UHwcYq8zx3,,,High
1788,2,flood,RT @WendyNorris: LPD scanner: Left Hand Creek up 1 foot/hour. Evac underway for residents in Missouri/S. Coffman area. Stay safe. #longmont?,,,High
1789,2,flood,"RT @femaregion8: The *best way* to help #coflood survivors, first visit http://t.co/vE6LB9zvCi . This is how you make the greatest impact. ?",,,Medium
1790,2,flood,"RT @DenverChannel: #BREAKING: Re-evacuation orders in Longmont - act now!! Greens, Champion Greens and the Valley neighborhood #COflood #CO?",,,High
1791,2,flood,RT @MollyHendrickso: We're headed to #Milliken today. We'll have continuous coverage starting at noon w the latest on the #coflood. #7newsN?,,,Low
1792,2,flood,http://t.co/8V69nbgEce Hundreds unaccounted for in Colorado floods,,,Low
1793,2,flood,Colorado flooding doesn't stop Postal Service http://t.co/na58Mmy3an,,,Low
1794,2,flood,RT @SurvivorShape: TY for the calls our studio&amp;staff survived the #coloradoflood - Hoping all our friends @FIRSTDESCENTS and @mylifelineorg?,,,Low
1795,2,flood,RT @Calgonaway: My prayers go out to all the flooding victims in Colorado right now.,,,Low
1796,2,flood,"RT @denverpost: Colorado floods relief: How to help victims, those affected http://t.co/fdTZOoNUe9 #coflood",,,Low
1797,2,flood,#COflood Releases from Olympus Dam have increased to 1100 cfs. We have seen rain at Estes. Rain inflows to Lake... http://t.co/aoKTSgyyQn,,,Medium
1798,2,flood,Just talked with folks at @CUBoulder. Chancellor's decision about whether to close campus Monday is coming soon. #boulderflood,,,Low
1799,2,flood,RT @9NEWS: INCREDIBLE IMAGE: A soldier rescues a woman with a walker via helicopter from Longmont Dam Rd. in Lyons. #coflood http://t.co/Ff?,,,Medium
1800,2,flood,"RT @W00PIGS000IE: BREAKING:  Experts have determined Colorado Flooding was caused by tears of Badger fans, FEMA is sending trucks loaded w/?",,,Low
1801,2,flood,"RT @Richard_H: Just reading about the floods in Colorado - we've spent a fair bit of time there over the years, hope it stops raining soon ?",,,Low
1802,2,flood,"RT @9NEWS: We just spoke with Red Rocks. Their seats are not underwater, just wet. Lumineers show tonight is still on as planned. #coflood",,,Low
1803,2,flood,"RT @femaregion8: If it's not safe for you, it's not safe for your pets.  Take them with you. #COpets #COflood",,,Low
1805,2,flood,"Boulder, CO has received app. 20 in of rain this year so far. That's 20% of what our rainforests get every year. #COflood",,,Medium
1806,2,flood,"RT @DenverChannel: 30 state highway bridges destroyed, 20 damaged - @ColoradoDOT's Amy Ford (partial assessment) #COFlood #BreakingNews",,,High
1807,2,flood,"RT @KD0FHS: Environmental damage occurring in #Colorado #flood, media turning a blind eye. #coflood http://t.co/dBQT0AJBAR",,,Low
1808,2,flood,"RT @indigojourney: You dont have 2 ask permission, U see problem &amp; solution...encourage ""leaderhsip"" roles #occupy #floodrelief #coflood ht?",,,Medium
1810,2,flood,Fires cause flooding and death in Colorado http://t.co/hvTtjc1vW9,,,Low
1811,2,flood,RT @mchastain81: You can do so much to help those who lost everything in the #COflood http://t.co/NsEhKW3Spu,,,Medium
1812,2,flood,#lyons #boulderflood Here is what is left of Shelly's Cabins off of 36 West of Lyons. http://t.co/wwvGLAt75C,,,High
1813,2,flood,Floods Transform Colorado's 'Gore-Tex Vortex': Residents return to find Colorado's 'Gore-Tex Vortex' transform... http://t.co/iPBhMMWYfq,,,Low
1814,2,flood,?@denverpost: UPDATE: Federal aid begins to flow to flood ravaged Colorado http://t.co/7W2MnfSsVY #coflood?,,,High
1816,2,flood,@cyclist_lawyer 100$ raised so far and just four hours in! #coflood,,,Low
1817,2,flood,Help #coloradoflood http://t.co/tTRZoDCaJL,,,Medium
1818,2,flood,"RT @DisasterTechLab: OK, the decison has been made. We're sending a core team to Boulder to provide Internet access and comms. #coflood #bo?",,,High
1819,2,flood,"Colorado flooding: Evacuations, broken oil pipeline in Weld County #fraccident 
http://t.co/d1FMyLx1qg",,,High
1820,2,flood,A #fracking disaster? http://t.co/jmD69KAwN4 #coflood,,,Low
1821,2,flood,Another #CoFlood today #ugh #omg I wish this #weather get nice tomorrow,,,Low
1822,2,flood,"RT @YuriHiranuma: Death toll rises in Colorado floods with another feared dead http://t.co/OSoDTAWiAw via @reuters

???????????????????4????",,,Low
1823,2,flood,"On the bright side though, the apartment has never been cleaner #boulderflood",,,Low
1824,2,flood,RT @Cosmic_Surfer: Colorado burns then floods but deniers still deny climate change http://t.co/oBI5D9LyFF,,,Low
1825,2,flood,this has been an emotionally exhausting last 4 days #boulderflood,,,Low
1826,2,flood,RT @garretdoll: I'm sad - @cabelas #thornton #colorado #flood #coloradoflood #whollstoptherain http://t.co/K8OArwnbT5,,,Medium
1827,2,flood,Floods destroy or damage more than 50 bridges in Colorado: WELD COUNTY ? Thirty bridges have been reported... http://t.co/Mk4PlK5lXw,,,High
1828,2,flood,RT @HHDavisPix: The damage to the small town of #Jamestown of #Boulder from the #coflood is jaw dropping. Follow here for more photos http:?,,,High
1829,2,flood,RT @jaclynloraine: Hardworking power crews work to repair lines downed by a #mudslide. #boulderflood http://t.co/7eq4ngAU1H,,,High
1830,2,flood,RT @Wildcat0037: #Colorado floods: Over 500 unaccounted for as 'devastating' rain looms http://t.co/JRdYS5jmL7,,,Low
1831,2,flood,The University of Northern Colorado will be closed Monday due to flooding in the area - @9NEWS http://t.co/wXaLVfubmQ,,,Low
1832,2,flood,"RT @BreitbartNews: Over 1,200 Missing in Colorado Flooding: A large area of Colorado, primarily Boulder County, has experienced e... http:/?",,,Medium
1833,2,flood,"The Colorado Office of Emergency Management estimates nearly 19,000 homes are damaged or destroyed. #coloradoflood",,,Medium
1834,2,flood,"Someone needs to tell NBC they don't need to be camped in front of my.apartment still, as they.have been for 3 days #boulderflood #headsup",,,Low
1835,2,flood,"RT @CherylPreheim: Heart wrenching @COEmergency reports 11,700 evacuated.  17,494 housing structures damaged, 1502 homes destroyed. #coflood",,,Medium
