tweet_id,event_id,eventType,text,date,user_id,annotation_postPriority
600,0,wildfire,"RT @TigerAngel2: RT @HumaneSociety: Not affected by #highparkfire? Help @LarimerHumane by donating wet dog/cat food, or on their site ht ...",,,Medium
602,0,wildfire,RT @HumaneSociety: If you are evacuating please don't wait - take your pets when you evacuate!  #highparkfire #wildfire,,,Medium
603,0,wildfire,RT @HumaneSociety If you are evacuating please don't wait - take your pets when you evacuate! #highparkfire #wildfire #COwx,,,Medium
604,0,wildfire,"RT @HumaneSociety: Crystal Mtn Road, Upper Buckhorn, leave NOW! Take pets! Burn pattern of #HighParkFire could cut off exit via @Larimer ...",,,High
605,0,wildfire,RT @TheUmno: MT @KellyNehls: #photo Unedited photo from New Belgium Brewery #highparkfire #fortcollins #loc New Belgium Brewery # http:/ ...,,,Medium
606,0,wildfire,RT @SignaramaFC: Mulberry &amp; Lemay vie west 30 min ago. Can hardly believe it's actually 15 miles away!  #highparkfire http://t.co/vm ...,,,High
607,0,wildfire,#wildfire high park fire  http://t.co/OHB5nPtY,,,Medium
608,0,wildfire,This is crazy #highparkfire http://t.co/TJyXcdNN,,,Medium
609,0,wildfire,RT @jawtry: RT @runnermwilliams: SW side of Ft Collins. It's like a scene from Independence Day. #highparkfire http://t.co/NYFVinVM,,,Medium
610,0,wildfire,"RT @9NEWS: #HighParkFire press conference: 20,000 acres, 0 containment, Type 1 Incident Command takes over tomorrow",,,Medium
611,0,wildfire,#IFWT Colorado Wildfires Getting Worse - http://t.co/OhpuHWbi,,,Low
612,0,wildfire,Colorado fire displaces hundreds; 1 person missing: Firefighters in Colorado and New Mexico are battling wind-fu... http://t.co/R6OQwpix,,,Low
613,0,wildfire,RT @cnnbrk: Colorado #wildfire doubles in size on Sunday. http://t.co/CepAPje9,,,Low
614,0,wildfire,"#LarimerCounty Colorado, #HighParkFire Map of fire: http://t.co/Dkm0JXmF",,,Medium
615,0,wildfire,RT @u2videoqueen: Smoke plume from #HighParkFire.  Viewed from Northern #Boulder county. http://t.co/z56NZeJ3,,,Medium
616,0,wildfire,"Sunset I shot last April on top of Buckhorn Mountain, at #ShilohGuestRanch, now under #HighParkFire.  http://t.co/vVG1oCBO",,,Low
617,0,wildfire,CNN: Homes at risk from Colorado wildfire: Hundreds of families took refuge early Monday at a northern Col... http://t.co/1whTp6PL #news,,,Low
618,0,wildfire,Homes at risk from Colorado wildfire: Hundreds of families took refuge early Monday at a northern Colorado ... http://t.co/OoYTzBfx #CNN,,,Low
619,0,wildfire,#highparkfire apparently now larger than the city of Boulder at approximately 31.25 sq miles,,,Low
620,0,wildfire,RT @HumaneSociety: Every crew out there is risking their life. Our thoughts are with all of them #highparkfire,,,Low
621,0,wildfire,"Pray for rain! RT @LarimerSheriff: #HighParkFire is now at 36,930 acres.",,,Low
622,0,wildfire,RT @HumaneSociety: we'll second that! RT @nalowry: Shout out to all local news agencies keeping people updated on the #highparkfire,,,Low
623,0,wildfire,@wind4me Great point. Did see a request for tankers form Canada to aid has been made. #HighParkFire,,,Low
624,0,wildfire,RT @TimesCall: Colorado's High Park fire has burned nearly 58 square miles. http://t.co/dqqFGDjr,,,Low
625,0,wildfire,"Follow @TaliahBeatz RT @ressiVdanor RT @HADIARE: #OPENFOLLOW Fort Collins, Colorado Wildfire Spreads As New Mexico ...  Follow @JiNxBeatz",,,Low
626,0,wildfire,"?Latest info: 36,930 acres, 18 structures damaged, 1 person missing. All stories and updates here: http://t.co/K0uRXxle #HighParkFire?",,,Medium
627,0,wildfire,"Next #HighParkFire RESIDENT briefing:
3pm McKee bldg at The Ranch in Loveland. @DenverChannel #Denver7",,,Medium
628,0,wildfire,RT @KDVR: Follow the latest #HighParkFire updates with our live blog &amp; chat room http://t.co/fBRlcE2o #breakingnews #fortcollins,,,Low
629,0,wildfire,Great info on how to help #people and #pets http://t.co/oawrZZoK via @ColoradoStateU #HighParkFire #cofire,,,Medium
630,0,wildfire,RT @danbaileyphoto: Best wishes to all of my Northern Colorado friends who are in the path of the out of control High Park Fire.,,,Low
631,0,wildfire,"Due to Colorado wildfires, the trip is cancelled. So instead we will be driving through Nevada, and going to California.",,,Low
632,0,wildfire,MT @KyleClark: Please keep #HighParkFire firefighters in your thoughts/prayers. Difficult day looms for them.,,,Low
633,0,wildfire,RT @LarimerCounty: Map of #HighParkFire as of 00:20 this morning. http://t.co/5NcEjnop,,,Medium
634,0,wildfire,RT @SMEM911: RT @nocoredcross: #HighParkFire @RedCrossDenver @NoCORedCross People who want to volunteer may call 211 to be put on a wait ...,,,Medium
636,0,wildfire,"RT @CBSDenver #HighParkFire continues to have multiple ""heads,"" or fronts firefighters are working. Some homes found not burned in fire area",,,Low
637,0,wildfire,"New Mexico, Colorado fires burn out of control http://t.co/StksrcBK",,,Low
638,0,wildfire,The copter is on the way to the #HighParkFire. We'll be airing it live throughout our coverage. You can also follow @CodyCrouch for pics.,,,Medium
639,0,wildfire,RT @CBSDenver: The copter is on the way to the #HighParkFire. We'll be airing it live throughout our coverage. You can also follow @Cody ...,,,Unknown
640,0,wildfire,RT @9NEWS: #HighParkFire - CONFIRMED cause of fire is lightning strike,,,Medium
641,0,wildfire,@scottbalster @gnip @mapbiquity @imnickarmstrong any ideas on a domain name? Re #HighParkFire house matching w displaced people.,,,Low
642,0,wildfire,RT @KyleClark: Sources tell @9news a 62 yr old woman has died in the #HighParkFire,,,High
643,0,wildfire,62 year old linda stedman killed in #highparkfire,,,Medium
644,0,wildfire,"The High Park fire west of Fort Collins, #CO has consumed 36,930 acres so far, is 0% contained and continues to grow. #NWS #cowx #cofire",,,Low
645,0,wildfire,"Current estimate for #HighParkFire is 41,140 acres. They will know more in the morning after a night IR picture is taken.",,,Low
646,0,wildfire,RT @YahooNews: Hundreds are evacuated as the wildfires in Colorado and New Mexico continue to spread: http://t.co/kE24RNiZ,,,Low
647,0,wildfire,"RT @dailycamera: #HighParkFire has grown to 41,000 acres; one dead; more than 100 structures burned in #Larimer.  via @denverpost.  http ...",,,Medium
648,0,wildfire,"RT @news_com_au: MORE firefighters have been recruited to help fight a raging wildfire in the western US state of Colorado, which... htt ...",,,Low
649,0,wildfire,"RT @jawtry: RT @travisswan: #HighParkFire 3 panoramas I took today from h.287, Bingham Hl Rd, &amp; ridge above Co Rd 23. @coloradoan ht ...",,,Low
650,0,wildfire,Forest fires in Colorado and New Mexico. :(,,,Low
651,0,wildfire,"Colorado fire: 41,140 acres burned, 1 dead: Firefighters were hoping to get control Tuesday of a fast-moving wil... http://t.co/S2s77VSh",,,Medium
652,0,wildfire,VIDEO: Colorado wildfire 'moving fast' http://t.co/RvRouaTA,,,Low
653,0,wildfire,BBC News - Hundreds forced from their homes by Colorado wildfire http://t.co/rAKBJwQJ,,,Low
654,0,wildfire,"RT @NBCNews: New Mexico, Colorado wildfires burn out of control http://t.co/G415N0Hi",,,Low
655,0,wildfire,"Pre-evacuation notice for part Glacier View CR74E, S &amp; E of McNay Hill. Hewlett Gulch Road, Deer Meadow Way, Gordon Creek Lane #HighParkFire",,,High
656,0,wildfire,RT @dhorning11: RT @LarimerCounty: #HighParkFire burn area map as of Monday night 10 p.m. http://t.co/1guBTcXX,,,Medium
657,0,wildfire,"RT @LarimerSheriff: #HighParkFire now at 43,433 acres with some containment.  500 firefighters will be working today.",,,Medium
658,0,wildfire,"Colorado Fires Map: Colorado Fires Map, A sprawling wildfire in northern Colorado grew larger than the nearby city... http://t.co/VukHl8wx",,,Low
659,0,wildfire,"RT @SarahBisbing: #HighParkFire #ecosystems Densely stocked forest, extremely dry fuels, lack of precip, and high winds = fire likely to ...",,,Low
660,0,wildfire,High Park Wildfires Whip Through Colorado http://t.co/x0ARQdcY,,,Low
661,0,wildfire,"RT @katelynburkhart: praying for the people, animals and entire communities affected by this #highparkfire. truly unreal.",,,Low
662,0,wildfire,@KateWilson0605 thanks! I just built it fast as I didn't have much time! God bless you! #HighParkFire,,,Low
663,0,wildfire,"It is doingsome raining #onthefarm!!!   LORD send of this to put out the fires in Colorado.  #Thrutheflames safety!!!  
#BelovedofGOD",,,Low
664,0,wildfire,"For the latest on the massive #HighParkFire, follow @CBSDenver and get the details here: http://t.co/CDODmPJr",,,Low
665,0,wildfire,RT @LarimerSheriff: #HighParkFire evacuation orders issued for Pingree Park area.  25 notifications sent http://t.co/oSmxBfqJ,,,High
666,0,wildfire,RT @gannett: Terrific panorama shot of the #HighParkFire from @MattStephens with the @coloradoan.  http://t.co/fkp7jsfK,,,Medium
668,0,wildfire,RT @BreakingNews: Evacuation order issued in Colorado's High Park Fire - @LarimerSheriff http://t.co/HuSEbG39,,,Low
669,0,wildfire,"So sad! 43,000 acres, 5% contained, 500 firefighters...100 homes destroyed, 1 dead. #wildfire #HighParkFire http://t.co/fpyUydUg",,,Medium
670,0,wildfire,Is the Colorado Wildfire the Future Norm? http://t.co/yfgHINNf,,,Low
671,0,wildfire,"#highparkfire It's a slow progress, but we need to have favorable weather and we've had that the last couple of days.",,,Low
672,0,wildfire,"Is support of those fighting the fire in northern Colorado, we say THREE CHEERS FOR FIRE FIGHTERS! Here's a view... http://t.co/UIb2fSdj",,,Low
673,0,wildfire,RT @kmitchellDP: Colorado wildfire: some residents defy evacuation order for #highparkfire. http://t.co/GuU8MduG,,,High
674,0,wildfire,RT @coloradoan: RT @LarimerHumane: ready for more evacuated animals from #highparkfire - call dispatch at 970-226-3647 ext. 7 to find ou ...,,,Medium
675,0,wildfire,"Beyond the trauma of losing a home, the #HighParkFire is going to take a chunk out of property tax revenue. http://t.co/l8vX6mAF",,,Low
676,0,wildfire,The fire in Colorado is still burning?,,,Low
677,0,wildfire,High Park Fire in Colorado http://t.co/yi1nnag1,,,Low
678,0,wildfire,"Colorado, New Mexico forest fire crews gain ground: (Reuters) - Fire crews battling flames roaring through natio... http://t.co/EH2aGeFa",,,Low
679,0,wildfire,Colorado to double wildfire crews http://t.co/Zky8ALMM,,,Low
680,0,wildfire,Colorado State University classes disrupted by High Park Fire ? 9News http://t.co/MHFEQIIz,,,Low
681,0,wildfire,Colorado to double wildfire crews: Officials plan to more than double the amount of fire engines battling the ra... http://t.co/6lsEbXJY,,,Low
682,0,wildfire,"Colorado, New Mexico forest fire crews gain ground. (Reuters) Story: http://t.co/om9eCXm3",,,Low
683,0,wildfire,"#HighParkFire live briefing: Bill Hahnenberg, cmdr: Not the kind of fire where we fight for a couple days and head home. Here a long time.",,,Medium
684,0,wildfire,Great one here: Colorado wildfire roars to 73 square miles - Fox News  [a link in my bio],,,Low
685,0,wildfire,"Colorado wildfire smoke blows into Cheyenne, Wyo. - USA TODAY: USA TODAYColorado wildfire smoke blows into Cheyenne, Wyo.USA TODAYLOV...",,,Low
686,0,wildfire,"Colorado wildfire smoke smudges skies in Wyoming: LOVELAND, Colo.     (AP) -- Smoke from a massive northern Colo... http://t.co/rl4HKdUT",,,Low
687,0,wildfire,"Colorado wildfire smoke chokes Cheyenne, Wyo. ? http://t.co/JHBKgAAs http://t.co/3mnGdYqf",,,Low
688,0,wildfire,RT @gbrockell: Wow this is the most amazing map of the #highparkfire I have seen. Takes a while to load but worth it. http://t.co/g4qpMOL4,,,Medium
689,0,wildfire,RT @Kswan11: Pic of #highparkfire from Estes park high school http://t.co/hTVMKlk6,,,Medium
690,0,wildfire,"RT @RMACCFireinfo: Tanker update: 6 pm, 37 drops, 58,557 gals retardant on #HighParkFire from #JeffcoAirTankerBase.... http://t.co/GQoDKs6A",,,Medium
691,0,wildfire,We're finishing up our #HighParkFire coverage for the night. @KellyCBS4 will have the very latest tomorrow AM on @CBSDenver,,,Low
692,0,wildfire,RT @denverpost: PHOTOS: Here's an updated look at the #HighParkFire through the lens of @denverphotos: http://t.co/v6VS2vNH,,,Low
693,0,wildfire,RT @DenverChannel: RT @1310kfkanews: @larimersheriff just told 1310 KFKA the acreage of the #Highparkfire may grow significantly today,,,Low
694,0,wildfire,"RT @paterosbrew: #HighParkFire fundraiser THIS SATURDAY, from 11-2. With @TheWaffleLab and many others, so stay tuned for more details.",,,Medium
695,0,wildfire,RT @DenverChannel: Watch #HighParkFire live update from officials:  http://t.co/ShSjABQq,,,Low
696,0,wildfire,"RT @coloradoan: #HighParkFire live briefing: Commander, ""This fire could cross the river. If it does, we're going to have a hard time wi ...",,,High
697,0,wildfire,"RT @MickeyFactz Sad Really: I know we not talking about bottle fights... Not when Colorado has wildfires, KKK ... http://t.co/K4u2BXnL",,,Low
698,0,wildfire,"RT @LarimerCounty #HighParkFire website containing fire info, maps, Disaster Recovery Center details http://t.co/DrqfMMvO #cofire #smem",,,Medium
699,0,wildfire,RT @LarimerSheriff: #HighParkFire Another evacuation area notice has been lifted. Please check out link http://t.co/KXPBivpb,,,High
700,0,wildfire,RT @doyourpartorg: Thunderstorms expected to affect NW portion of the #HighParkFire by 2:30 pm today - 20-30 mph gusts w/light to modera ...,,,Medium
701,0,wildfire,"Homeowners from the Stratton Park, Pine Acres/ parts of Poudre Canyon have been notified that their homes have been destroyed. #HighParkFire",,,Medium
702,0,wildfire,"RT @BreakingNews: Colorado wildfire now over 50,000 acres, officials say; more than 1,300 personnel battling the blaze - @denverpost  ht ...",,,Low
704,0,wildfire,"#HighParkFire has burned about 73 square miles. Washington, DC measures 68 square miles. NASA photo t.co",,,Low
705,0,wildfire,"RT @themishawaka: As per this morning's burn maps, we've still managed to remain away from the fire. #HighParkFire #grateful",,,Low
706,0,wildfire,Watch live:  Colorado Wildfire Aerials http://t.co/DwR1UnqW,,,Low
707,0,wildfire,"RT @TimesCall: #HighParkfire 15% contained, but jumps the Poudre
http://t.co/hRxk47UA",,,Low
708,0,wildfire,"More evacuated as wildfires spread in New Mexico, Colorado http://t.co/9THdcRnY",,,Low
710,0,wildfire,Colorado High Park fire now 15% contained; hundreds of homes to be evacuated ? InciWeb via @NBCNews http://t.co/jyhWaOg5,,,Low
711,0,wildfire,Colorado wildfire hops road: Firefighters Thursday made progress against a massive wildfire 15 miles west of For... http://t.co/vg18pC4v,,,Low
712,0,wildfire,"RT @AnaCabrera: #HighParkFire latest: 52,000 acres, 15% contained, at least 48 homes destroyed, 200new evacs overnight in Glacier View area.",,,Medium
713,0,wildfire,"RT @USFWSHQ: We're reading @latimes: Colorado wildfire could burn all summer, officials fear http://t.co/hKuBfAU1",,,Low
714,0,wildfire,"RT @denverpost: #HighParkFire has now burned more than 50,000 acres, fire officials say http://t.co/bzOBq2N9",,,Low
715,0,wildfire,"#HighParkFire info on #LarimerCounty webpage. A lot of advice about prepping for a fire, safety lists, evacuation checklists, structure maps",,,Medium
716,0,wildfire,RT @COEmergency: #HighParkFire Disaster Recovery Center opened this morning at CSU Johnson Hall to bring together resources. http://t.co ...,,,High
717,0,wildfire,RT @COEmergency: Want to donate to #HighParkFire families? Go to http://t.co/lo57JOy8,,,Medium
718,0,wildfire,RT @850KOA: Devasting update from #HighParkFire.  112 homes lost.  More likely to be counted in the coming days.,,,Medium
719,0,wildfire,Back to the news: Latest perimeter map of the #HighParkFire as of late last night: http://t.co/vP3PhhKW,,,Medium
721,0,wildfire,Colorado wildfire: High Park Fire near Fort Collins devours 37000 acres,,,Low
722,0,wildfire,"RT @KyleLSaunders: Whoops, wrong link: #HighParkFire threatens largest Buddhist temple in North America http://t.co/I74jaJfG",,,High
723,0,wildfire,"RT @ColoradoStateU: Meet Ellie, a donkey who lead another donkey and 4 horses to safety before evacuation from #HighParkFire. http://t.c ...",,,Low
724,0,wildfire,"RT @BreakingNews: Officials: Colorado's High Park fire claims 181 homes, the most in state history - @denverpost http://t.co/Vf9Z667f",,,Low
725,0,wildfire,Most destructive ever Colorado wildfire burns 181 homes http://t.co/D7pnuBOD via @msnbc_us,,,Low
726,0,wildfire,High Park Fire 2012: Colorado Blaze Burns Record Number Of Homes: DENVER -- Additional crews were arriving Satur... http://t.co/sujgYpDy,,,Low
727,0,wildfire,[Denver News] Colorado wildfire ranks as most destructive in state history: DENVER (Reuters) - An 85-square-mile... http://t.co/yHGdSthP,,,Low
728,0,wildfire,"RT @9NEWS: #HIGHPARKFIRE now 45% containment, has burned 55,050 acres.  #9NEWS",,,Medium
729,0,wildfire,"?@news_com_au: THE wildfire burning just west of Fort Collins, Colorado, has destroyed 181 homes, ... http://t.co/hOFdZrkW?",,,Low
730,0,wildfire,Wildfire destroys 181 homes in Colorado: Additional crews were joining the fight Saturday against a wildfire in ... http://t.co/fqUi3Wu6,,,Low
731,0,wildfire,Colorado Sees Record Fire Damage http://t.co/8e0BxjxW,,,Low
732,0,wildfire,What a week it's been!  #highparkfire you better behave today.  http://t.co/LAn96lrY,,,Low
733,0,wildfire,"RT @SeverePlains: #HighParkFire now most destructive in #COFire history, taking 181 homes. Now over 55k acres w/ $10.8M in damage: http: ...",,,Low
734,0,wildfire,"#HighParkFire UPDATE: Re-Evacuations being announced for Hwy 14, east of Seaman Reservoir.",,,High
735,0,wildfire,"RT @coloradoan: #HighParkFire UPDATE: Re-Evacuations being announced for Hwy 14, east of Seaman Reservoir.",,,High
736,0,wildfire,Worst Colorado wildfire i... http://t.co/rFBZXtQ1,,,Low
737,0,wildfire,#highparkfire from Loveland  http://t.co/WDBh0E7G,,,Medium
738,0,wildfire,High Park Fire: Kansas &amp;amp; Nebraska National Guards Support Colorado http://t.co/QRuKUrFj via @youtube [Like it? http://t.co/wHLz1XYp ],,,Medium
739,0,wildfire,"Unprecedented Colorado Wildfires Continue, As Strong Winds and Looting Add to the Problem: (The Blaze/AP) -- Cre... http://t.co/EerKtUjo",,,High
740,0,wildfire,RT @brianlphoto: Sunset in my hometown Fort Collins. High Park Fire smoke. #HighParkFire http://t.co/snllB0fB,,,Medium
741,0,wildfire,"Unprecedented Colorado Wildfires Continue, As Strong Winds and Looting Add to the Problem http://t.co/HwKpHLBt",,,High
742,0,wildfire,Colorado High Park Fire: Potential Looters Pose New Threat - ABC News: ABC NewsColorado High Park Fire: Potentia... http://t.co/4a1hBEVB,,,High
743,0,wildfire,"RT @denvernews: Denver News: Colorado to sizzle with record heat Monday, fire danger is high http://t.co/gnzPRjgX",,,High
744,0,wildfire,RT @CNNLive: Officials in #Colorado update the status of the High Park #wildfire.  Live: http://t.co/t3AZmcW2,,,Medium
745,0,wildfire,"RT @Meagan9News: Concern today for #highparkfire: Explosive weather conditions because of heat, high winds and low humidity.",,,High
746,0,wildfire,"RT @timmytink: Colorado wildfire: Extreme weather conditions stoke High Park Fire, tax firefighters http://t.co/TIIaLAVY via @denverpost",,,Low
747,0,wildfire,3 more homes may have burned in Colorado wildfire http://t.co/fHsfRvox #aspen,,,Low
749,0,wildfire,RT @AP: AP VIDEO: Wildfire tearing through northern Colorado destroys the house that Jeff Corum recently renovated: http://t.co/02UEpaxr ...,,,Low
750,0,wildfire,Colorado wildfire destroys 8 more homes; structure toll at 189 http://t.co/OOTX4wNu,,,Medium
751,0,wildfire,"Colorado fire tops 58,000 acres; weather stays hot and windy: Firefighters in Colorado faced another round of ni... http://t.co/AaFS5McP",,,Low
752,0,wildfire,High Winds Hamper Efforts to Fight Historic Colorado Wildfire http://t.co/uK4y4PIl,,,Low
753,0,wildfire,"RT @dbouwman: Pretty smoke free day Fort Collins, but the smoke is settling in now... closing windows! #highparkfire",,,High
754,0,wildfire,Wind and heat fuel Colorado wildfire: Forecasters are expecting warmer than normal temperatures and gusty winds ... http://t.co/4tlsHcv9,,,Medium
755,0,wildfire,Colorado wildfire now 50 percent contained http://t.co/JOhi7rMx #bay2biz,,,Low
756,0,wildfire,Colorado wildfire: dramatic photographs of #highparkfire. http://t.co/igwlWNsw,,,Medium
757,0,wildfire,RT @LarimerSheriff: #HighParkFire Final Evening Update for 6-18-12.  Made some progress on containment! Check out the link. http://t.co/ ...,,,Medium
758,0,wildfire,"RT @cnnbrk: #Colorado firefighters facing more wind, heat. http://t.co/wQA8phBt",,,Low
759,0,wildfire,Thank you to all firefighters who are out at the #highparkfire protecting homes and saving lives.,,,Low
760,0,wildfire,RT @COEmergency: Items needed for #HighParkFire Donation Center.  http://t.co/FlNhdClR,,,Medium
761,0,wildfire,"Wind, Heat Hamper Colorado Wildfire Fight: Wind, Heat Hamper Colorado Wildfire Fight",,,Low
762,0,wildfire,BIG Colorado Thank You to @Good4UDrinks for sending more drinks to the frontline.  #HighParkFire http://t.co/sSH2NS2y,,,Medium
763,0,wildfire,RT @EmrgncyNewsWire: Wildfires could force more evacuations - WTVQ http://t.co/M4ZZEu6w #Wildfire,,,Low
764,0,wildfire,"RT @HuffingtonPost: Massive Colo. wildfire 50 percent contained, but still growing #HighParkFire  http://t.co/OOCVLbIC",,,Low
765,0,wildfire,Aftermath of a Forest Fire http://t.co/oWKjKt4H via @wordpressdotcom -- 16 #photos #wildfire #environment,,,Medium
766,0,wildfire,"RT @LarimerSheriff: #HighParkFire New acreage for High Park Fire is 65,738 with 55% containment.  Here is link for updated map http://t. ...",,,Medium
767,0,wildfire,RT @TyCBS4: This sign welcomes evacuees back into the Soldier Canyon area #HighParkFire @CBSDenver http://t.co/mtFLYtPO,,,Low
769,0,wildfire,390 #HighParkFire evacuees  told they can return home Wednesday http://t.co/cVMgyEwm,,,Low
770,0,wildfire,"Boulder, CO; Volunteers take on work of reseeding Fourmile Fire burn area: http://t.co/u8z4SPDA",,,Medium
771,0,wildfire,"Colorado. Soon to feature plagues of locusts.: First, the big fire came.

Then, the firefighters arrived to fig... http://t.co/YK4MzHPZ",,,Low
772,0,wildfire,RT @tmrounsaville: View of #highparkfire from #hughesstadium #csu the smoke was unreal on Sunday @coloradostateu http://t.co/eFSGrLpc,,,Low
773,0,wildfire,USFS forest ecologist: Not just forests out of whack. It's whole life zones out of whack. #highparkfire #haymanfire,,,Low
774,0,wildfire,Just when we thought it was safe to go outside. #CO #Wx  &gt;&gt; Fri=97 degrees Sat=100 degrees. You know what that means. #HighParkFire,,,High
775,0,wildfire,I'm at Target. Can someone tell me what donations are needed for #HighParkFire evacuees and firefighters?,,,High
776,0,wildfire,"RT @denverpost: Firefighters hope to fully contain #HighParkFire, Colorado's costliest wildfire, on or about July 8: http://t.co/GFJsaNPF",,,Low
777,0,wildfire,Fresh fruit for #HighParkFire personnel staying on campus not needed. Plenty of fruit already! Please donate $ to @NoCORedCross instead,,,Medium
778,0,wildfire,Winds today are out of the NE filling the Front Range w/smoke. Hard to see what is going on w/ #HighParkFire.,,,Medium
779,0,wildfire,RT @tri1025: RT @LarimerSheriff: #HighParkFire Residents of Red Feather Lakes and Crystal Lakes need to use Cherokee Park Road (CR 80C)...,,,High
780,0,wildfire,#HighParkFire from I-25. http://t.co/2nXZFfIv,,,Medium
781,0,wildfire,"RT @reporterherald: #HighParkFire making push north over Red Feather Lakes Road. All of Glacier View, and more, evacuated. http://t.co/z ...",,,Low
782,0,wildfire,RT @jawtry: #HighParkFire: A view from @CDOT's Virginia Dale traffic camera near the CO/WY border:  http://t.co/cC0T3bjW,,,Medium
783,0,wildfire,Photographer was in Glacier View as #HighParkFire evacuations were declared. His photo gallery: http://t.co/Yr8Rcv4J,,,Medium
784,0,wildfire,"RT @SMDayFoCo2012: Donationsl continue for #HighParkFire at Foothills Mall. #HelpColoradoNow. If you are out an about this morning,... h ...",,,Medium
785,0,wildfire,"@KyleLSaunders Well, we have a report/block button for a reason. Although, I did make some really low-brow #highparkfire jokes a week ago...",,,Low
786,0,wildfire,RT @krccfm: Official hashtag for fire is #waldofire,,,Low
788,0,wildfire,@ashergrey @NWSSaltLakeCity #ConnecttheDots #utheat &amp; #wildfire fueled by climate change http://t.co/WyG4Db5c,,,Low
789,0,wildfire,RT @VisitCOS: Follow #waldofire for information and updated evacuations,,,Medium
790,0,wildfire,RT @reporterherald: Red Cross aid distribution center for #HighParkFire set up in old Mervyns building at Foothills Mall. http://t.co/uM ...,,,High
791,0,wildfire,There are numerous serious fires going on in Colorado and a heat wave that isn't helping. Pray for rain! People are losing their homes. :(,,,Low
792,0,wildfire,"RT @james_willstrop: Whilst the floods cause havoc in Yorkshire, Colorado is burning. Wild fires are closing in on Estes Park! Desperate ...",,,Low
793,0,wildfire,Sunset + High Park Fire = Intense Picture. #highparkfire #fortcollins http://t.co/DAq8TO3j,,,Medium
794,0,wildfire,"RT @Bewickwren: #WaldoCanyonFire 11:21 p.m. Evacuations in Manitou Springs as fire makes late-night run, dispatchers say. #COFire
 http: ...",,,High
795,0,wildfire,"New Colorado wildfire erupts, grows out of control - Yahoo! News http://t.co/kOKAVruc",,,Low
796,0,wildfire,RT @AP: Wildfire near Colorado Springs quickly becoming dangerous threat as thousands of residents evacuate homes: http://t.co/ZTtTJqY9 -JM,,,Low
797,0,wildfire,Hanhnenberg: Currently we have the resources we need and will continue to but there will be competition for resources. #HighParkFire,,,Medium
798,0,wildfire,RT @denverpost High Park fire competes with blazes across the state http://t.co/LyT8bPOF &gt; &gt; seems the whole state is on fire #HighParkFire,,,Low
799,0,wildfire,"Dear #highparkfire, Im sick. Of you. Be gone. I want this whole mess cleared up by friday.",,,Low
800,0,wildfire,CURRENT TEMP in Colorado Springs is 95 degrees. #WaldoCanyonFire,,,High
801,0,wildfire,"Be praying, this is very close to where my parents and sister live...WALDO CANYON FIRE - Colorado Springs Gazette, CO http://t.co/9mQ2VNrm",,,Low
802,0,wildfire,RT @Jon_G3: Seeing 1/3 of Colorado on fire makes me wonder how certain political figures can argue cutting fire fighter numbers #COFire,,,Low
