is_about_id,tweet_id,event_id
408,1507,1
409,1508,1
410,1510,1
411,1511,1
412,1512,1
413,1513,1
414,1514,1
415,1515,1
416,1516,1
417,1517,1
418,1518,1
419,1519,1
420,1520,1
421,1521,1
422,1522,1
423,1523,1
424,1524,1
425,1525,1
426,1526,1
427,1527,1
428,1528,1
429,1529,1
430,1530,1
431,1531,1
432,1532,1
433,1533,1
434,1534,1
435,1536,1
436,1537,1
437,1538,1
438,1539,1
439,1540,1
440,1541,1
441,1542,1
442,1543,1
443,1544,1
444,1545,1
445,1546,1
446,1547,1
447,1548,1
448,1549,1
449,1550,1
450,1551,1
451,1552,1
452,1554,1
453,1555,1
454,1556,1
455,1557,1
456,1558,1
457,1559,1
458,1560,1
459,1561,1
460,1562,1
461,1563,1
462,1564,1
463,1565,1
464,1566,1
465,1567,1
466,1568,1
467,1569,1
468,1570,1
469,1571,1
470,1572,1
471,1573,1
472,1574,1
473,1575,1
474,1576,1
475,1577,1
476,1578,1
477,1579,1
478,1580,1
479,1581,1
480,1582,1
481,1583,1
482,1584,1
483,1585,1
484,1586,1
485,1587,1
486,1588,1
487,1589,1
488,1590,1
489,1591,1
490,1592,1
491,1593,1
492,1594,1
493,1595,1
494,1596,1
495,1597,1
496,1598,1
497,1599,1
498,1600,1
499,1601,1
500,1602,1
501,1603,1
502,1604,1
503,1605,1
504,1606,1
505,1607,1
506,1608,1
507,1609,1
508,1610,1
509,1611,1
510,1612,1
511,1613,2
512,1614,2
513,1615,2
514,1616,2
515,1617,2
516,1618,2
517,1619,2
518,1620,2
519,1621,2
520,1622,2
521,1623,2
522,1625,2
523,1626,2
524,1627,2
525,1628,2
526,1629,2
527,1630,2
528,1632,2
529,1633,2
530,1634,2
531,1635,2
532,1636,2
533,1637,2
534,1638,2
535,1639,2
536,1640,2
537,1641,2
538,1642,2
539,1643,2
540,1644,2
541,1645,2
542,1646,2
543,1647,2
544,1648,2
545,1649,2
546,1650,2
547,1651,2
548,1652,2
549,1653,2
550,1654,2
551,1655,2
552,1656,2
553,1657,2
554,1658,2
555,1659,2
556,1660,2
557,1661,2
558,1662,2
559,1663,2
560,1664,2
561,1665,2
562,1666,2
563,1667,2
564,1668,2
565,1669,2
566,1670,2
567,1671,2
568,1672,2
569,1673,2
570,1674,2
571,1675,2
572,1676,2
573,1678,2
574,1679,2
575,1680,2
576,1681,2
577,1682,2
578,1683,2
579,1684,2
580,1685,2
581,1686,2
582,1687,2
583,1688,2
584,1689,2
585,1690,2
586,1691,2
587,1692,2
588,1693,2
589,1694,2
590,1695,2
591,1696,2
592,1697,2
593,1698,2
594,1699,2
595,1700,2
596,1701,2
597,1702,2
598,1703,2
599,1704,2
600,1705,2
601,1706,2
602,1707,2
603,1708,2
604,1709,2
605,1711,2
606,1712,2
607,1713,2
608,1714,2
609,1715,2
610,1716,2
611,1717,2
612,1718,2
613,1719,2
614,1720,2
615,1721,2
616,1722,2
617,1723,2
618,1724,2
619,1725,2
620,1726,2
621,1727,2
622,1728,2
623,1729,2
624,1730,2
625,1731,2
626,1732,2
627,1733,2
628,1734,2
629,1736,2
630,1737,2
631,1738,2
632,1739,2
633,1740,2
634,1741,2
635,1743,2
636,1745,2
637,1746,2
638,1747,2
639,1748,2
640,1749,2
641,1750,2
642,1751,2
643,1752,2
644,1753,2
645,1754,2
646,1755,2
647,1756,2
648,1757,2
649,1758,2
650,1759,2
651,1760,2
652,1761,2
653,1762,2
654,1763,2
655,1764,2
656,1765,2
657,1766,2
658,1767,2
659,1768,2
660,1769,2
661,1770,2
662,1771,2
663,1772,2
664,1773,2
665,1775,2
666,1776,2
667,1777,2
668,1778,2
669,1779,2
670,1780,2
671,1781,2
672,1782,2
673,1783,2
674,1784,2
675,1785,2
676,1786,2
677,1787,2
678,1788,2
679,1789,2
680,1790,2
681,1791,2
682,1792,2
683,1793,2
684,1794,2
685,1795,2
686,1796,2
687,1797,2
688,1798,2
689,1799,2
690,1800,2
691,1801,2
692,1802,2
693,1803,2
694,1805,2
695,1806,2
696,1807,2
697,1808,2
698,1810,2
699,1811,2
700,1812,2
701,1813,2
702,1814,2
703,1816,2
704,1817,2
705,1818,2
706,1819,2
707,1820,2
708,1821,2
709,1822,2
710,1823,2
711,1824,2
712,1825,2
713,1826,2
714,1827,2
715,1828,2
716,1829,2
717,1830,2
718,1831,2
719,1832,2
720,1833,2
721,1834,2
722,1835,2
723,1836,2
724,1837,2
725,1838,2
726,1839,2
727,1840,2
728,1841,2
729,1842,2
730,1843,2
731,1844,2
732,1845,2
733,1846,2
734,1847,2
735,1848,2
736,1849,2
737,1850,2
738,1851,2
739,1852,2
740,1853,2
741,1854,2
742,1855,2
743,1856,2
744,1857,2
745,1858,2
746,2387,3
747,2388,3
748,2389,3
749,2390,3
750,2391,3
751,2392,3
752,2393,3
753,2394,3
754,2395,3
755,2396,3
756,2397,3
757,2398,3
758,2399,3
759,2400,3
760,2401,3
761,2402,3
762,2403,3
763,2404,3
764,2405,3
765,2407,3
766,2408,3
767,2409,3
768,2410,3
769,2411,3
770,2412,3
771,2413,3
772,2414,3
773,2415,3
774,2416,3
775,2417,3
776,2418,3
777,2419,3
778,2420,3
779,2421,3
780,2422,3
781,2423,3
782,2424,3
783,2425,3
784,2426,3
785,2427,3
786,2428,3
787,2429,3
788,2430,3
789,2431,3
790,2432,3
791,2433,3
792,2434,3
793,2435,3
794,2436,3
795,2437,3
796,2438,3
797,2439,3
798,2440,3
799,2441,3
800,2442,3
801,2443,3
802,2444,3
803,2446,3
804,2447,3
805,2448,3
806,2449,3
807,2450,3
808,2451,3
809,2452,3
810,2453,3
811,2454,3
812,2456,3
813,2457,3
814,2458,3
815,2459,3
816,2460,3
817,2461,3
818,2462,3
819,2463,3
820,2464,3
821,2465,3
822,2466,3
823,2467,3
824,2468,3
825,2469,3
826,2470,3
827,2471,3
828,2472,3
829,2473,3
830,2475,3
831,2476,3
832,2477,3
833,2479,3
834,2480,3
835,2481,3
836,2482,3
837,2483,3
838,2484,3
839,2485,3
840,2486,3
841,2487,3
842,2488,3
843,2489,3
844,2490,3
845,2491,3
846,2492,3
847,2493,3
848,2494,3
849,2495,3
850,2496,3
851,2497,3
852,2498,3
853,2499,3
854,2500,3
855,2501,3
856,2502,3
857,2503,3
858,2504,3
859,2505,3
860,2506,3
861,2507,3
862,2509,3
863,2510,3
864,2511,3
865,2512,3
866,2513,3
867,2514,3
868,2515,3
869,2516,3
870,2517,3
871,2518,3
872,2519,3
873,2520,3
874,2522,3
875,2523,3
876,2524,3
877,2526,3
878,2527,3
879,2528,3
880,2529,3
881,2530,3
882,2531,3
883,2532,3
884,2533,3
885,2534,3
886,2535,3
887,2536,3
888,2537,3
889,2538,3
890,2540,3
891,2541,3
892,2542,3
893,2543,3
894,2544,3
895,2545,3
896,2546,3
897,2547,3
898,2548,3
899,2549,3
900,2550,3
901,2551,3
902,2552,3
903,2553,3
904,2554,3
905,2555,3
906,2556,3
907,2558,3
908,2559,3
909,2560,3
910,2561,3
911,2562,3
912,2563,3
913,2564,3
914,2565,3
915,2566,3
916,2567,3
917,2568,3
918,2569,3
919,2570,3
920,2571,3
921,2572,3
922,2573,3
923,2574,3
924,2575,3
925,2576,3
926,2577,3
927,2578,3
928,2579,3
929,2580,3
930,2581,3
931,2582,3
932,2583,3
933,2584,3
934,2585,3
935,2586,3
936,2588,3
937,2589,3
938,2590,3
939,2591,3
940,2592,3
941,2594,3
942,2595,3
943,2596,3
944,2597,3
945,2598,3
946,2599,3
947,2600,3
948,2601,3
949,2602,3
950,2603,3
951,2604,3
952,2605,3
953,2607,3
954,2608,3
955,2609,3
956,2610,3
957,2611,3
958,2612,3
959,2613,3
960,2614,3
961,2615,3
962,2616,3
963,2617,3
964,2618,3
965,2619,3
966,2620,3
967,2621,3
968,2622,3
969,2623,3
970,2624,3
971,2625,3
972,2626,3
973,2627,3
974,2628,3
975,2629,3
976,2630,3
977,2631,3
978,2632,3
979,2633,3
980,2634,3
981,2635,3
982,2637,3
983,2638,3
984,2639,3
985,2640,3
986,2641,3
987,2642,3
988,2643,3
989,2644,3
990,3034,4
991,3035,4
992,3036,4
993,3037,4
994,3038,4
995,3039,4
996,3040,4
997,3041,4
998,3042,4
999,3043,4
1000,3044,4
1001,3045,4
1002,3046,4
1003,3047,4
1004,3048,4
1005,3049,4
1006,3050,4
1007,3051,4
1008,3052,4
1009,3053,4
1010,3054,4
1011,3055,4
1012,3056,4
1013,3057,4
1014,3058,4
1015,3059,4
1016,3061,4
1017,3062,4
1018,3063,4
1019,3064,4
1020,3065,4
1021,3066,4
1022,3067,4
1023,3068,4
1024,3069,4
1025,3070,4
1026,3071,4
1027,3072,4
1028,3073,4
1029,3074,4
1030,3075,4
1031,3076,4
1032,3077,4
1033,3078,4
1034,3079,4
1035,3080,4
1036,3081,4
1037,3082,4
1038,3084,4
1039,3085,4
1040,3086,4
1041,3087,4
1042,3088,4
1043,3089,4
1044,3090,4
1045,3091,4
1046,3092,4
1047,3093,4
1048,3094,4
1049,3095,4
1050,3096,4
1051,3097,4
1052,3098,4
1053,3099,4
1054,3100,4
1055,3101,4
1056,3102,4
1057,3103,4
1058,3104,4
1059,3105,4
1060,3106,4
1061,3107,4
1062,3108,4
1063,3109,4
1064,3110,4
1065,3111,4
1066,3112,4
1067,3113,4
1068,3114,4
1069,3115,4
1070,3116,4
1071,3117,4
1072,3118,4
1073,3119,4
1074,3120,4
1075,3121,4
1076,3122,4
1077,3123,4
1078,3124,4
1079,3125,4
1080,3126,4
1081,3127,4
1082,3128,4
1083,3129,4
1084,3130,4
1085,3131,4
1086,3132,4
1087,3133,4
1088,3134,4
1089,3135,4
1090,3136,4
1091,3137,4
1092,3138,4
1093,3139,4
1094,3140,4
1095,3141,4
1096,3142,4
1097,3143,4
1098,3144,4
1099,3145,4
1100,3146,4
1101,3147,4
1102,3148,4
1103,3149,4
1104,3150,4
1105,3151,4
1106,3152,4
1107,3153,4
1108,3154,4
1109,3155,4
1110,3156,4
1111,3157,4
1112,3158,4
1113,3159,4
1114,3160,4
1115,3161,4
1116,3162,4
1117,3163,4
1118,3164,4
1119,3165,4
1120,3166,4
1121,3167,4
1122,3168,4
1123,3169,4
1124,3170,4
1125,3171,4
1126,3172,4
1127,3173,4
1128,3174,4
1129,3175,4
1130,3176,4
1131,3177,4
1132,3178,4
1133,3179,4
1134,3180,4
1135,3181,4
1136,3182,4
1137,3183,4
1138,3184,4
1139,3185,4
1140,3186,4
1141,3187,4
1142,3188,4
1143,3189,4
1144,3190,4
1145,3191,4
1146,3192,4
1147,3193,4
1148,3194,4
1149,3195,4
1150,3196,4
1151,3715,5
1152,3716,5
1153,3717,5
1154,3718,5
1155,3719,5
1156,3720,5
1157,3721,5
1158,3722,5
1159,3723,5
1160,3724,5
1161,3725,5
1162,3726,5
1163,3727,5
1164,3728,5
1165,3729,5
1166,3730,5
1167,3731,5
1168,3732,5
1169,3734,5
1170,3735,5
1171,3736,5
1172,3737,5
1173,3738,5
1174,3739,5
1175,3740,5
1176,3741,5
1177,3742,5
1178,3743,5
1179,3744,5
1180,3745,5
1181,3746,5
1182,3747,5
1183,3748,5
1184,3750,5
1185,3751,5
1186,3752,5
1187,3753,5
1188,3754,5
1189,3755,5
1190,3756,5
1191,3757,5
1192,3759,5
1193,3760,5
1194,3761,5
1195,3762,5
1196,3763,5
1197,3764,5
1198,3765,5
1199,3766,5
1200,3767,5
1201,3768,5
1202,3769,5
1203,3770,5
1204,3771,5
1205,3772,5
1206,3773,5
1207,3774,5
1208,3775,5
1209,3776,5
1210,3777,5
1211,3780,5
1212,3781,5
1213,3782,5
1214,3783,5
1215,3784,5
1216,3785,5
1217,3786,5
1218,3787,5
1219,3789,5
1220,3790,5
1221,3791,5
1222,3792,5
1223,3794,5
1224,3795,5
1225,3796,5
1226,3797,5
1227,3798,5
1228,3799,5
1229,3800,5
1230,3801,5
1231,3802,5
1232,3803,5
1233,3804,5
1234,3805,5
1235,3806,5
1236,3807,5
1237,3808,5
1238,3809,5
1239,3810,5
1240,3811,5
1241,3812,5
1242,3813,5
1243,3814,5
1244,3815,5
1245,3816,5
1246,3817,5
1247,3818,5
1248,3819,5
1249,3820,5
1250,3821,5
1251,3822,5
1252,3823,5
1253,3824,5
1254,3825,5
1255,3826,5
1256,3827,5
1257,3828,5
1258,3829,5
1259,3830,5
1260,3831,5
1261,3832,5
1262,3833,5
1263,3834,5
1264,3835,5
1265,3836,5
1266,3837,5
1267,3838,5
1268,3839,5
1269,3840,5
1270,3841,5
1271,3842,5
1272,3843,5
1273,3844,5
1274,3845,5
1275,3846,5
1276,3847,5
1277,3848,5
1278,3849,5
1279,3850,5
1280,3851,5
1281,3852,5
1282,3853,5
1283,3854,5
1284,3855,5
1285,3856,5
1286,3857,5
1287,3858,5
1288,3859,5
1289,3860,5
1290,3861,5
1291,3862,5
1292,3863,5
1293,3864,5
1294,3865,5
1295,3866,5
1296,3867,5
1297,3868,5
1298,3869,5
1299,3871,5
1300,3872,5
1301,3873,5
1302,3874,5
1303,3875,5
1304,3876,5
1305,3877,5
1306,3878,5
1307,3879,5
1308,3880,5
1309,3881,5
1310,3882,5
1311,3883,5
1312,3884,5
1313,3885,5
1314,3886,5
1315,3887,5
1316,3888,5
1317,3889,5
1318,3890,5
1319,3891,5
1320,3892,5
1321,3893,5
1322,3894,5
1323,3895,5
1324,3896,5
1325,3897,5
1326,3899,5
1327,3900,5
1328,3901,5
1329,3902,5
1330,3903,5
1331,3904,5
1332,3906,5
1333,3907,5
1334,3908,5
1335,4345,6
1336,4346,6
1337,4347,6
1338,4349,6
1339,4350,6
1340,4351,6
1341,4353,6
1342,4355,6
1343,4356,6
1344,4358,6
1345,4359,6
1346,4362,6
1347,4363,6
1348,4364,6
1349,4365,6
1350,4366,6
1351,4367,6
1352,4368,6
1353,4369,6
1354,4371,6
1355,4372,6
1356,4373,6
1357,4375,6
1358,4376,6
1359,4377,6
1360,4379,6
1361,4381,6
1362,4382,6
1363,4384,6
1364,4385,6
1365,4386,6
1366,4387,6
1367,4388,6
1368,4389,6
1369,4390,6
1370,4391,6
1371,4392,6
1372,4393,6
1373,4394,6
1374,4395,6
1375,4396,6
1376,4397,6
1377,4398,6
1378,4399,6
1379,4400,6
1380,4401,6
1381,4402,6
1382,4403,6
1383,4404,6
1384,4405,6
1385,4406,6
1386,4407,6
1387,4408,6
1388,4409,6
1389,4410,6
1390,4411,6
1391,4412,6
1392,4413,6
1393,4414,6
1394,4417,6
1395,4418,6
1396,4419,6
1397,4420,6
1398,4421,6
1399,4422,6
1400,4423,6
1401,4424,6
1402,4425,6
1403,4426,6
1404,4427,6
1405,4428,6
1406,4429,6
1407,4430,6
1408,4431,6
1409,4432,6
1410,4433,6
1411,4434,6
1412,4435,6
1413,4436,6
1414,4437,6
1415,4438,6
1416,4439,6
1417,4440,6
1418,4441,6
1419,4442,6
1420,4443,6
1421,4444,6
1422,4445,6
1423,4446,6
1424,4447,6
1425,4448,6
1426,4449,6
1427,4450,6
1428,4451,6
1429,4452,6
1430,4453,6
1431,4454,6
1432,4455,6
1433,4456,6
1434,4457,6
1435,4458,6
1436,4459,6
1437,4460,6
1438,4461,6
1439,4462,6
1440,4463,6
1441,4464,6
1442,4465,6
1443,4467,6
1444,4468,6
1445,4471,6
1446,4472,6
1447,4475,6
1448,4476,6
1449,4477,6
1450,4478,6
1451,4479,6
1452,4480,6
1453,4484,6
1454,4485,6
1455,4486,6
1456,4487,6
1457,4488,6
1458,4489,6
1459,4490,6
1460,4491,6
1461,4492,6
1462,4494,6
1463,4496,6
1464,4498,6
1465,4499,6
1466,4500,6
1467,4501,6
1468,4502,6
1469,4503,6
1470,4504,6
1471,4505,6
1472,4506,6
1473,4507,6
1474,4508,6
1475,4509,6
1476,4510,6
1477,4511,6
1478,4512,6
1479,4513,6
1480,4514,6
1481,4515,6
1482,4516,6
1483,4517,6
1484,4518,6
1485,4519,6
1486,4520,6
1487,4521,6
1488,4522,6
1489,4524,7
1490,4525,7
1491,4526,7
1492,4527,7
1493,4528,7
1494,4529,7
1495,4530,7
1496,4531,7
1497,4532,7
1498,4533,7
1499,4534,7
1500,4535,7
1501,4536,7
1502,4537,7
1503,4538,7
1504,4539,7
1505,4540,7
1506,4541,7
1507,4542,7
1508,4543,7
1509,4544,7
1510,4545,7
1511,4546,7
1512,4547,7
1513,4548,7
1514,4549,7
1515,4550,7
1516,4551,7
1517,4552,7
1518,4553,7
1519,4554,7
1520,4555,7
1521,4556,7
1522,4557,7
1523,4562,7
1524,4564,7
1525,4566,7
1526,4568,7
1527,4570,7
1528,4571,7
1529,4572,7
1530,4574,7
1531,4575,7
1532,4576,7
1533,4578,7
1534,4579,7
1535,4580,7
1536,4581,7
1537,4582,7
1538,4583,7
1539,4584,7
1540,4585,7
1541,4586,7
1542,4587,7
1543,4588,7
1544,4589,7
1545,4590,7
1546,4591,7
1547,4592,7
1548,4593,7
1549,4594,7
1550,4595,7
1551,4596,7
1552,4597,7
1553,4598,7
1554,4599,7
1555,4600,7
1556,4602,7
1557,4603,7
1558,4604,7
1559,4606,7
1560,4607,7
1561,4608,7
1562,4609,7
1563,4610,7
1564,4611,7
1565,4612,7
1566,4613,7
1567,4614,7
1568,4615,7
1569,4616,7
1570,4617,7
1571,4618,7
1572,4619,7
1573,4620,7
1574,4622,7
1575,4623,7
1576,4624,7
1577,4625,7
1578,4626,7
1579,4627,7
1580,4628,7
1581,4629,7
1582,4630,7
1583,4631,7
1584,4632,7
1585,4633,7
1586,4635,7
1587,4636,7
1588,4637,7
1589,4638,7
1590,4639,7
1591,4640,7
1592,4641,8
1593,4642,8
1594,4643,8
1595,4645,8
1596,4646,8
1597,4647,8
1598,4648,8
1599,4649,8
1600,4650,8
1601,4651,8
1602,4652,8
1603,4654,8
1604,4655,8
1605,4656,8
1606,4657,8
1607,4658,8
1608,4659,8
1609,4660,8
1610,4661,8
1611,4662,8
1612,4663,8
1613,4665,8
1614,4667,8
1615,4669,8
1616,4670,8
1617,4671,8
1618,4673,8
1619,4674,8
1620,4675,8
1621,4676,8
1622,4677,8
1623,4678,8
1624,4679,8
1625,4680,8
1626,4681,8
1627,4682,8
1628,4683,8
1629,4684,8
1630,4686,8
1631,4688,8
1632,4690,8
1633,4691,8
1634,4692,8
1635,4693,8
1636,4694,8
1637,4695,8
1638,4696,8
1639,4697,8
1640,4698,8
1641,4699,8
1642,4700,8
1643,4701,8
1644,4702,8
1645,4703,8
1646,4704,8
1647,4705,8
1648,4707,8
1649,4708,8
1650,4711,8
1651,4712,8
1652,4713,8
1653,4714,8
1654,4715,8
1655,4716,8
1656,4717,8
1657,4718,8
1658,4719,8
1659,4721,8
1660,4722,8
1661,4723,8
1662,4724,8
1663,4725,8
1664,4726,8
1665,4727,8
1666,4728,8
1667,4729,8
1668,4730,8
1669,4731,8
1670,4732,8
1671,4733,8
1672,4734,8
1673,4735,8
1674,4736,8
1675,4737,8
1676,4738,8
1677,4739,8
1678,4741,8
1679,4742,8
1680,4743,8
1681,4744,8
1682,4745,8
1683,4746,8
1684,4748,8
1685,4749,8
1686,4752,8
1687,4753,8
1688,4754,8
1689,4756,8
1690,4757,8
1691,4758,8
1692,4759,8
1693,4760,8
1694,4761,8
1695,4762,8
1696,4763,8
1697,4764,8
1698,4765,8
1699,4766,8
1700,4768,8
1701,4769,8
1702,4770,8
1703,4771,8
1704,4772,8
1705,4773,8
1706,4774,8
1707,4775,8
1708,4776,8
1709,4777,8
1710,4778,8
1711,4779,8
1712,4780,8
1713,4781,8
1714,4782,8
1715,4783,8
1716,4784,8
1717,4785,8
1718,4786,8
1719,4787,8
1720,4791,8
1721,4792,8
1722,4793,8
1723,4794,8
1724,4796,8
1725,4797,8
1726,4798,8
1727,4799,8
1728,4800,8
1729,4805,8
1730,4806,8
1731,4807,8
1732,4808,8
1733,4809,8
1734,4810,8
1735,4812,8
1736,4813,8
1737,4815,8
1738,4816,8
1739,4818,8
1740,4820,8
1741,4821,8
1742,4822,8
1743,4823,8
1744,4824,8
1745,4825,8
1746,4826,8
1747,4827,8
1748,4828,8
1749,4829,8
1750,4830,8
1751,4832,8
1752,4833,8
1753,4834,8
1754,4835,8
1755,4836,8
1756,4837,8
1757,4838,8
1758,4839,8
1759,4840,8
1760,4841,8
1761,4842,8
1762,4843,8
1763,4844,8
1764,4845,8
1765,4846,8
1766,4847,8
1767,4848,8
1768,4849,8
1769,4850,8
1770,4851,8
1771,4852,8
1772,4855,8
1773,4856,8
1774,4857,8
1775,4858,8
1776,4859,8
1777,4860,8
1778,4861,8
1779,4862,8
1780,4863,8
1781,4864,8
1782,4865,8
1783,4866,8
1784,4867,8
1785,4868,8
1786,4869,8
1787,4870,8
1788,4871,8
1789,4873,8
1790,4874,8
1791,4875,8
1792,4876,8
1793,4877,8
1794,4878,8
1795,4879,8
1796,4880,8
1797,4881,8
1798,4882,8
1799,4883,8
1800,4884,8
1801,4885,8
1802,4886,8
1803,4887,8
1804,4888,8
1805,4889,8
1806,4890,8
1807,4891,8
1808,4892,8
1809,4893,8
1810,4894,8
1811,4895,8
1812,4896,8
1813,4897,8
1814,4898,8
1815,4899,8
1816,4900,8
1817,4901,8
1818,4902,8
1819,4903,8
1820,4904,8
1821,4905,8
1822,4906,8
1823,4907,8
1824,4908,8
1825,4909,8
1826,4910,8
1827,4911,8
1828,4912,8
1829,4913,8
1830,4914,8
1831,4915,8
1832,4916,8
1833,4917,8
1834,4918,8
1835,4919,8
1836,4920,8
1837,4921,8
1838,4922,8
1839,4923,8
1840,4924,8
1841,4925,8
1842,4926,8
1843,4927,8
1844,4928,8
1845,4929,8
1846,4930,8
1847,4931,8
1848,4932,8
1849,4933,8
1850,4934,8
1851,4935,8
1852,4936,8
1853,4937,8
1854,4938,8
1855,4939,8
1856,4940,8
1857,4941,8
1858,4942,8
1859,4943,8
1860,4944,8
1861,4945,8
1862,4946,8
1863,4947,8
1864,4948,8
1865,4949,8
1866,4950,8
1867,4951,8
1868,4952,8
1869,4953,8
1870,4954,8
1871,4955,8
1872,4956,8
1873,4957,8
1874,4958,8
1875,4960,8
1876,4962,8
1877,4963,8
1878,4964,8
1879,4965,8
1880,4966,8
1881,4967,8
1882,4968,8
1883,4969,8
1884,4970,8
1885,4971,8
1886,4972,8
1887,4973,8
1888,4974,8
1889,4975,8
1890,4976,8
1891,4977,8
1892,4978,8
1893,4979,8
1894,4980,8
1895,4981,8
1896,4982,8
1897,4983,8
1898,4984,8
1899,4985,8
1900,4986,8
1901,4987,8
1902,4988,8
