tweet_id,event_id,eventType,text,date,user_id,annotation_postPriority
3123,4,shooting,"RT @ABCWorldNews: MORE: Three people shot, suspect in custody in Los Angeles airport shooting http://t.co/6Y6SOtBdiy",,,Medium
3124,4,shooting,RT @THECOUNTnews: PHOTO: TSA AGENT SHOT IN CHEST! #LAXSHOOTING  http://t.co/GtmFrXDHla via @TheCountNews,,,High
3125,4,shooting,"RT @ThisIsFusion: 3 people shot at LAX, suspect in custody via @ABC",,,Medium
3126,4,shooting,"RT @VibeMagazine: BREAKING: Gunman shoots several people at LAX, one suspect reportedly in custody http://t.co/RqRSWA7rgc",,,Low
3127,4,shooting,RT @detroitnews: Live video and Storify coverage: Shots reportedly fired at Los Angeles airport. #LAX http://t.co/W0ZK9MIEee,,,Low
3128,4,shooting,"""No safe place in the world@VibeMagazine: Gunman shoots several people at LAX, one suspect reportedly in custody http://t.co/ZtyRGuz2gc""",,,Low
3129,4,shooting,Stuck at LAX. Someone opened fire on a TSA agent. Multiple victims. Locked down for who knows how long. Nothing going in or out.,,,High
3130,4,shooting,RT @ezralevant: Los Angeles TV stations showing video feed of possible terrorist shooting at LAX airport. Toronto TV showing Rob Ford drivi?,,,Low
3131,4,shooting,"RT @AaronKatersky: #LAX witness tells @ABCNewsRadio gunman ?looked at me"" and asked ""TSA?"" When witness shook head, suspect moved on. http:?",,,High
3132,4,shooting,My thoughts go out to everyone involved in the #LAXShooting. Hug your family and friends a little tighter today.,,,Low
3133,4,shooting,"RT @Chris_Chmura: Live air traffic map for #LAX eerily light due to ""ground stop"" following #LAXShooting. Image: @FlightAware #travel http:?",,,Medium
3134,4,shooting,"LAX Shooting: Officials Confirm 'Incident' At Airport, Witnesses Hear Gunshots http://t.co/dzwGwoNtOa via @HuffPostCrime",,,Low
3135,4,shooting,RT @CHPsouthern: ADVISORY: Avoid LAX at this time. Century Blvd. closed prior to airport entrance. Call your airline for info. @LAX_Official,,,High
3136,4,shooting,RT @CBSEveningNews: Photo from the scene of the evacuation at the #LAXshooting from photojournalist Eric Kayne (@photokayne): http://t.co/A?,,,Medium
3137,4,shooting,RT @alertpage: #LAX At least one critical gunshot victim transported early on from LAX.,,,Medium
3138,4,shooting,@KariByron  Shooting.  Follow #LAX,,,Low
3139,4,shooting,RT @theblaze: Shooting reported at Los Angeles International Airport - stay with @TheBlaze for updates: http://t.co/iiCqLIpa4S,,,Low
3140,4,shooting,RT @LauraWalkerKC: Reports the #LAX shooter had a rifle seem weird.  Handgun more likely imho.,,,Medium
3141,4,shooting,"shooting at LAX airport, reasons i dislike people.",,,Low
3142,4,shooting,RT @cbschicago: A shooting has prompted the evacuation of Terminal 3 at #LAX. Full story at @CBSLA: http://t.co/CpyJyTXSIh,,,Low
3143,4,shooting,RT @CBCAlerts: Initial reports say gunman targeted #TSA agents at Los Angeles Airport. Conflicting reports re: suspect in custody. #LAX,,,Medium
3144,4,shooting,"RT @FoxNews: Witness says he heard ""about a dozen gunshots"" from inside the security gate at Terminal 3 http://t.co/o9YYW3qWPW #LAX",,,Low
3145,4,shooting,RT @USRealityCheck: Happening Now: Shooting at Los Angeles Intl Airport: A shooting has been reported at th... http://t.co/qAVobf7MBA http:?,,,Low
3146,4,shooting,RT @ToryBelleci: People are still being shuttled in to a secured location. Nerves are starring to settle. #LAXshooting http://t.co/7N9SIDp8?,,,Medium
3147,4,shooting,"RT @DamianISmith: @UniteRight @NPJules #LAXShooting Whaaat..? How did this happen? Didn't LA ban guns? Yeah, guess once again, bad people d?",,,Low
3148,4,shooting,RT @jackmooring: Praying for the victims at LAX. God help us,,,Low
3149,4,shooting,FAA - Report of no departures from #LAX until further notice.,,,Low
3150,4,shooting,RT @KVUE: LIVE COVERAGE: Three people shot at #LAX; suspect in custody: http://t.co/0wa3xz4ZU5,,,Low
3151,4,shooting,"LAX shooting: Shots fired at Los Angeles International Airport, multiple injuries  http://t.co/sbfBcKrnnt",,,Low
3152,4,shooting,Shots fired at #LAX...  it's reported that the suspect is in custody. 2-3 injured. I'm sure all flights will be delayed for at least 24hrs,,,Low
3153,4,shooting,"NBC News: At least 3 hurt, unknown if shooter is among injured. At least 1 in custody. President Obama briefed on #LAXShooting. @NBCLA",,,Medium
3154,4,shooting,RT @HeadIineNews: LAPD now reporting Ex-NSA chief Michael Hayden shot dead at #LAX Radical Christian group claims responsibility on its web?,,,High
3155,4,shooting,#LAX shooting: Graphic based on reports of shooting in Terminal 3 http://t.co/x1L5jesFuI,,,Low
3156,4,shooting,RT @latimes: #LAX shooting: Graphic based on reports of shooting in Terminal 3 http://t.co/x1L5jesFuI,,,Low
3157,4,shooting,"Denver Int'l Airport @DENAirport 
DIA operations are normal. Passengers from DEN to LAX should check flight status w/airlines",,,Low
3158,4,shooting,Los Angeles International Airport evacuatd aftr shots reportedly fird http://t.co/Le0KC225JC #CNN #gunfire #LAX #police,,,Low
3159,4,shooting,They caught the dude that shot up #Lax,,,Low
3160,4,shooting,"RT @NBCLA: Early reports: 3 people wounded, including TSA agent, in #LAX shooting http://t.co/exk3bk4Tmv",,,Low
3161,4,shooting,Are you scheduled to fly to LAX today? Shooting at airport may cause major delays. Follow @kpcc for updates.,,,Low
3162,4,shooting,"RT @cnnbrk: Suspect at LAX was shot and is in police custody, source says. http://t.co/6iPMwBpriM",,,Low
3163,4,shooting,RT @realtimwilliams: #BREAKING: Photo of alleged gun in #LAX shooting. Passengers told to step around bullet casings. via @pascaljosh http:?,,,Low
3164,4,shooting,RT @ibpluckin: Wow. Shooting at LAX airport. Completely closed down. Traffic backup for countless miles. Glued to the news.,,,Low
3165,4,shooting,RT @RaniaKhalek: NBC News reporting that gunman is in custody. #LAXshooting,,,Low
3166,4,shooting,FAA Orders Ground Stop At #LAX After Shooting: No flights are departing from Los Angeles? http://t.co/W2ZDEIM2Cp,,,Low
3167,4,shooting,"RT @grasswire: ""Locked in Virgin lounge with gunfire in airport. Very scary scene. #lax I heard at least 15 shots."" - @M1970D:",,,High
3168,4,shooting,RT @WPTV: PHOTOS: Shooting at Los Angeles International Airport http://t.co/lUS2hzenyg,,,Low
3169,4,shooting,"@AnthonyCumia How about the odds it was personal, over a woman, and nothing to do with his job or the airport at all? #LAXshooting",,,Low
3170,4,shooting,"RT @JerseyDemic: Shooting at LAX airport? Honestly my next thought is, make sure to fly into Burbank instead.  Then i wonder if the person ?",,,Low
3171,4,shooting,"RT @ksatnews: STREAMING NOW: Live coverage from Los Angeles of #LAXShooting: http://t.co/sBG2h7b0vZ
#KSATnews",,,Low
3172,4,shooting,Our thoughts and prayers go out this morning to the victims at LAX. Here's to hoping for a speedy resolution to... http://t.co/EPO2a3GACD,,,Low
3173,4,shooting,"RT @ToryBelleci: It's filling up inside the secured area. People are mostly calm now, but very upset. #LAXshooting http://t.co/TAgllmSu9K",,,Medium
3174,4,shooting,yet another nutjob with a gun killing randomly in America #NotSurpisedAnymore #LAX,,,Low
3175,4,shooting,Police: Shots fired at LAX airport: CNN's Michael Holmes and Suzanne Malveaux report on an incident at Los Ang... http://t.co/ZhSo3P4Li7,,,Low
3176,4,shooting,"RT @BuzzFeedNews: LAX UPDATE (per @LAX_Official):

- One suspect in custody

- Multiple shooting victims confirmed

- Press conference at 1?",,,Medium
3177,4,shooting,The world is a scary place #LAX #SendingPrayers,,,Low
3178,4,shooting,RT @SEBHEUPDATE: Shooting at Los Angeles airport http://t.co/CuxYPlgs2x #SEBHEUPDATE,,,Low
3179,4,shooting,RT @peoplemag: LAX shooting: People at the airport share what's happening in real-time. http://t.co/Xl9XiKeU2c,,,Low
3180,4,shooting,RT @NBCNews: Sources: Suspect opened fire with rifle at document checkpoint in Terminal 3 at LAX,,,Low
3181,4,shooting,RT @realtimwilliams: #BREAKING: NBC now confirming CBS LA report from earlier that a TSA agent has been killed in #LAX Shooting.,,,Low
3182,4,shooting,"RT @NBC12: UPDATE: TSA agent killed in #LAXShooting 
Special Report coming up on NBC12
MORE: http://t.co/w85wLpciYB",,,Low
3183,4,shooting,Waiting at a hotel about a half mile from the airport. No idea when LAX might reopen or when flights will start flying again #LAXshooting,,,Low
3184,4,shooting,#LAPD to hold first briefing in 30 minutes on #LAXShooting at 14:30EST/11:30PST.,,,Medium
3185,4,shooting,RT @Beltrew: Rt @Claire_Phipps: #LAX: several people reported injured after airport shooting ? live updates http://t.co/jQzmc8MTbl via @gua?,,,Low
3186,4,shooting,Why was the suspect targeting TSA? So sad! #LAXshooting #LAX #socialmedia,,,Low
3187,4,shooting,"RT @LATimescitybeat: All flights at LAX grounded at the moment, FYI -- so no reason to attempt to go anywhere near the airport.",,,Low
3188,4,shooting,Catching up on the news. What are the chances the #LosAngeles airport gunman is a disgruntled former employee with a grudge? Just a guess..,,,Low
3189,4,shooting,"BREAKING: One TSA agent killed, one wounded in #LAX shooting http://t.co/t1fU0tGPNq",,,Low
3190,4,shooting,"RT @YourAnonNews: BREAKING: One TSA agent killed, one wounded in #LAX shooting http://t.co/t1fU0tGPNq",,,Low
3191,4,shooting,RT @ABC7: #LAX UPDATE: LAPD's West Bureau and South Bureau are in tactical alert due to the shooting http://t.co/u5lTveArpy,,,Low
3192,4,shooting,"Shooting at Los Angeles airport: Several people are reported wounded by gunfire, including a transport securit... http://t.co/zF6w5jbJHG",,,Low
3193,4,shooting,RT @miguelcbs4: #BREAKING @CBSNews special report on #LAXShooting about to begin @CBSMIAMI,,,Low
3194,4,shooting,Update: One person in custody after shooting at Los Angeles International Airport  http://t.co/WupIgtmXhW #LAX,,,Low
3195,4,shooting,RT @AP BREAKING: Police say suspect in custody following LAX shooting. #LAXShooting,,,Low
3196,4,shooting,"RT @BBCBreaking: Suspect in custody &amp; ""multiple victims"" at #LAX, official airport tweet says after shootings http://t.co/S7ZZP2WWAm #LAX",,,Low
23308,19,shooting,#ITMFA Manafort and Gates @jpw643 US Women End of 1 #GunControlNow Dana #RESIST Eric Greitens @CNN Ted Cruz? https://t.co/1KCSfoHnBT,,,Low
23309,19,shooting,"RT @american_jonny: Anthony Borges, 15 years old. He used his body to hold a door shut protecting 20 students inside as the gunman shot thr?",,,Low
23310,19,shooting,"RT @WangCecillia: Another teenaged hero in the Parkland shooting. Anthony Borges, an immigrant from Venezuela. Shot multiple times while lo?",,,Medium
23311,19,shooting,#ITMFA @jpw643 US Women #ParklandStudentsSpeak End of 1 #GunControlNow  Dana #RESIST CNN Town Hall Listening Sessio? https://t.co/HInJO4HjaK,,,Low
23312,19,shooting,#ITMFA @jpw643 #ParklandStrong #GunControlNow Romney #Mueller Steph #RESISTNow Dinesh D'Souza #MarchForOurLives Wes? https://t.co/hq55RjrbNL,,,Low
23313,19,shooting,"RT @walkon2010: @realDonaldTrump He?s 15. 
He was shot 5 times. At school. 
Anthony Borges is said to be recovering, and today he was visit?",,,Low
23314,19,shooting,Anthony Borges if the Florida school shooting is a true hero.#hero,,,Low
23315,19,shooting,RT @RichardConniff: I feel bad for the armed deputy w 32 years experience who hid behind a concrete column as FL high school #shooter kille?,,,Medium
23316,19,shooting,"@piersmorgan Four ""good guys"" hid behind their cars while kids were being slaughtered. An armed teacher ALREADY INS? https://t.co/MqDyx7jYhx",,,Medium
23317,19,shooting,"@cnnbrk The NRA helps to protect our Constitutional rights, why would someone NOT want their support?! Cruz and his? https://t.co/m57He5y9jB",,,Low
23318,19,shooting,@missmayim Why aren?t you blaming poor Nickolous Cruz? You libtards ignore punishing him for the horrific crime and? https://t.co/f6jXGIisPU,,,Low
23319,19,shooting,"Democrats are more outraged that President Trump called out the FBI for ignoring Nikolas Cruz, who killed 17 kids,? https://t.co/yFqNNzdNLW",,,Low
23320,19,shooting,"RT @domehomehoney: @CNN Dear Ted Cruz, here are some facts:

Las Vegas concert: many people killed
Orlando nightclub: many people killed
Te?",,,Low
23321,19,shooting,#My condolence to the families that lost children #killed #wounded #injured in Parkland FL #Ted Cruz comment wait for all the information,,,Low
23322,19,shooting,"@DavidJollyFL Ted Cruz today said
 ""Its not a gun issue,  it's a violent criminal issue"" ...

Like the kid could've? https://t.co/vg9DR7TBgt",,,Low
23323,19,shooting,"Years before a man killed 17 people at a Florida school, his mother repeatedly called police to help deal with his? https://t.co/bHKajrU9Q0",,,Medium
23324,19,shooting,"BREAKING: The leader of a white nationalist group in Florida confirmed Nikolas Cruz, the shooter who killed 17 peop? https://t.co/QXj2Q859QH",,,Low
23325,19,shooting,NYTimes  Florida Shooting Live Updates: White Supremacy Group Claims Nikolas Cruz as Member - Names of all 17 peopl? https://t.co/1oHNWabLNw,,,High
23326,19,shooting,More on Cruz and the 17 people killed tonight at 5 #WLKY https://t.co/EgXRrXFPKi,,,Medium
23327,19,shooting,RT @PaulaChertok: @CNN UPDATE: 17 confirmed dead in Florida high school shooting. 12 shot inside the school. 2 killed outside. 1 on nearby?,,,Medium
23328,19,shooting,"?@NewsOne: The Florida School Shooter Is A Racist Terrorist, So Why Won?t Police Call Him That? - The teenager who? https://t.co/QvUbXDx6NM",,,Low
23329,19,shooting,Breaking: Florida school on lockdown after ?shots? 7 miles from yesterday's shooting https://t.co/jWgHHsbEGO,,,Medium
23330,19,shooting,"RT @MICHAELDOLLAR: UPDATE: Marjory Stoneman Douglas High School shooting in Florida: 17 killed, suspect Nicholas Cruz in custody in Florida?",,,Medium
23331,19,shooting,Tracy is a wonderful person who has always been there for us and our kiddos shooting many of their sporting... https://t.co/jVwcXLhHsH,,,Low
23332,19,shooting,Thanks   @FloridaMadeLady please #Help Check out my #GoFundMe Video https://t.co/x3WJI3r1XL -) &amp; #Crowdfunding page? https://t.co/DHjhNtw6tm,,,Low
23333,19,shooting,"RT @tempestdevyne: #KyleLaman, survivor of the MSDHS, Parkland Shooting, still in hospital and needing lots of work - parents need help RAI?",,,Medium
23334,19,shooting,Want to help the families and victims of the shooting at Marjory Stoneman Douglas High school? Consider making a do? https://t.co/QvlOGtzZR1,,,Medium
23335,19,shooting,RT @mcruzsr: Please support my GoFundMe campaign: https://t.co/mSV54gohx1 @gofundme #NeverAgain https://t.co/rRK3xNq6iZ,,,Medium
23336,19,shooting,I'm raising money for Get Brandy Spayed And Shots!. Click to Donate:  https://t.co/kHzEITNBEC via @gofundme,,,Low
23337,19,shooting,"RT @grammar_girl: Instead of screaming my face off about That Dinesh D'Souza Tweet, here is a link to a GoFundMe started by the Parkland st?",,,Low
23338,19,shooting,@iitzantshot Thank you very much for following! :-) heck out my #GoFundMe Video https://t.co/x3WJI3r1XL -) &amp;? https://t.co/U6RwUKYUmV,,,Low
23339,19,shooting,Click here to support Parkland strong bracelet fund organized by Stephanie Frankel Cassidy https://t.co/LsiyAuLBhP,,,Medium
23340,19,shooting,"ICYMI: recycleamericaradioshow Florida shooting victims helped by GoFundMe, comfort dogs and more? https://t.co/pszazCecpI",,,Medium
23341,19,shooting,"RT @wsvn: UPDATE: Official GoFundMe page for victims of yesterday's mass shooting has already raised over $150,000 in just two hours. https?",,,Low
23342,19,shooting,#AlwaysOn KRQE reference ? Florida School Shooting Victims GoFundMe Page https://t.co/j0E0KbkFfv,,,High
23343,19,shooting,"#FloridaSchoolShooting PLEASE STOP! Please read, #RT #Share, #like, and #help bring Isaiah #home. Lets take 5 secs? https://t.co/asExVfN46y",,,Low
23344,19,shooting,"Anyone looking to donate to help the victims and families from the school shooting in Parkland, FL, please donate a? https://t.co/PZ54ynWB9z",,,High
23345,19,shooting,"RT @abc13houston: TERRIFYING: Cellphone video shows the moment SWAT team officers cleared a classroom at Stoneman Douglas HS in Parkland, F?",,,Low
23346,19,shooting,"RT @votevets: The @USArmy is awarding its Medal of Heroism to three #JROTC cadets killed in last week's school shooting in #Parkland, Flori?",,,Low
23347,19,shooting,"@TheDemocrats @TheDemocrats don?t care if kids are killed!  They only care WHERE they are killed!
School shooting?? https://t.co/kP6ZlX6TDA",,,Low
23348,19,shooting,RT @CBSNews: Broward County sheriff said an armed security officer in Parkland had a chance to stop last week's shooting but did not. Video?,,,Low
23349,19,shooting,"RT @cmcorm: @nycsouthpaw Columbine had a deputy sheriff who shot at &amp; missed the primary shooter, who then ran back INTO the school &amp; kille?",,,Low
23350,19,shooting,"Deputy at Florida high school where 17 were killed 'never went in,' resigns https://t.co/waUZfmm3nD",,,Medium
23351,19,shooting,"RT @wusa9: UPDATE: The school resource officer at Stoneman Douglas HS was on campus, armed and in uniform during the shooting, but didn't e?",,,Medium
